date,issues_opened,issues_closed,prs_opened,prs_merged,commits,open_issue_backlog,open_pr_backlog,pr_backlog_growth,issue_backlog_growth,pr_imbalance,issue_imbalance,prs_opened_rolling_3d,prs_opened_rolling_7d,prs_merged_rolling_3d,prs_merged_rolling_7d,issues_opened_rolling_3d,issues_opened_rolling_7d,issues_closed_rolling_3d,issues_closed_rolling_7d,commits_rolling_3d,commits_rolling_7d,pr_backlog_growth_rolling_3d,pr_backlog_growth_rolling_7d,issue_backlog_growth_rolling_3d,issue_backlog_growth_rolling_7d,future_7d_avg_backlog
2026-08-12 00:00:00+00:00,105,60,102,65,378,1133,699,37.0,45.0,37,45,117.33333333333333,91.0,78.0,67.14285714285714,116.33333333333333,90.14285714285714,73.0,51.857142857142854,367.6666666666667,295.57142857142856,39.333333333333336,23.857142857142858,43.333333333333336,38.285714285714285,776.8571428571429
2026-08-13 00:00:00+00:00,79,63,121,108,442,1149,712,13.0,16.0,13,16,114.0,92.14285714285714,88.33333333333333,73.42857142857143,96.0,87.57142857142857,70.66666666666667,52.57142857142857,402.6666666666667,302.7142857142857,25.666666666666668,18.714285714285715,25.333333333333332,35.0,799.2857142857143
2026-08-14 00:00:00+00:00,103,50,104,80,306,1202,736,24.0,53.0,24,53,109.0,91.42857142857143,84.33333333333333,67.57142857142857,95.66666666666667,87.0,57.666666666666664,52.57142857142857,375.3333333333333,291.0,24.666666666666668,23.857142857142858,38.0,34.42857142857143,824.2857142857143
2026-08-15 00:00:00+00:00,40,22,33,19,106,1220,750,14.0,18.0,14,18,86.0,93.0,69.0,68.0,74.0,87.14285714285714,45.0,53.285714285714285,284.6666666666667,293.42857142857144,17.0,25.0,29.0,33.857142857142854,849.2857142857143
2026-08-16 00:00:00+00:00,40,31,33,27,88,1229,756,6.0,9.0,6,9,56.666666666666664,91.85714285714286,42.0,66.85714285714286,61.0,87.28571428571429,34.333333333333336,55.0,166.66666666666666,292.14285714285717,14.666666666666666,25.0,26.666666666666668,32.285714285714285,874.4285714285714
2026-08-17 00:00:00+00:00,175,69,87,41,263,1335,802,46.0,106.0,46,106,51.0,85.57142857142857,29.0,61.714285714285715,85.0,92.28571428571429,40.666666666666664,54.857142857142854,152.33333333333334,281.57142857142856,22.0,23.857142857142858,44.333333333333336,37.42857142857143,896.7142857142857
2026-08-18 00:00:00+00:00,86,94,104,76,348,1327,830,28.0,-8.0,28,-8,74.66666666666667,83.42857142857143,48.0,59.42857142857143,100.33333333333333,89.71428571428571,64.66666666666667,55.57142857142857,233.0,275.85714285714283,26.666666666666668,24.0,35.666666666666664,34.142857142857146,922.8571428571429
2026-08-19 00:00:00+00:00,71,41,81,59,279,1357,852,22.0,30.0,22,30,90.66666666666667,80.42857142857143,58.666666666666664,58.57142857142857,110.66666666666667,84.85714285714286,68.0,52.857142857142854,296.6666666666667,261.7142857142857,32.0,21.857142857142858,42.666666666666664,32.0,949.0
2026-08-20 00:00:00+00:00,77,32,77,60,271,1402,869,17.0,45.0,17,45,87.33333333333333,74.14285714285714,65.0,51.714285714285715,78.0,84.57142857142857,55.666666666666664,48.42857142857143,299.3333333333333,237.28571428571428,22.333333333333332,22.428571428571427,22.333333333333332,36.142857142857146,976.1428571428571
2026-08-21 00:00:00+00:00,81,40,96,54,301,1443,911,42.0,41.0,42,41,84.66666666666667,73.0,57.666666666666664,48.0,76.33333333333333,81.42857142857143,37.666666666666664,47.0,283.6666666666667,236.57142857142858,27.0,25.0,38.666666666666664,34.42857142857143,1002.0
2026-08-22 00:00:00+00:00,44,14,29,15,120,1473,925,14.0,30.0,14,30,67.33333333333333,72.42857142857143,43.0,47.42857142857143,67.33333333333333,82.0,28.666666666666668,45.857142857142854,230.66666666666666,238.57142857142858,24.333333333333332,25.0,38.666666666666664,36.142857142857146,1027.2857142857142
2026-08-23 00:00:00+00:00,40,26,28,21,104,1487,932,7.0,14.0,7,14,51.0,71.71428571428571,30.0,46.57142857142857,55.0,82.0,26.666666666666668,45.142857142857146,175.0,240.85714285714286,21.0,25.142857142857142,28.333333333333332,36.857142857142854,1055.142857142857
2026-08-24 00:00:00+00:00,133,41,107,81,261,1579,958,26.0,92.0,26,92,54.666666666666664,74.57142857142857,39.0,52.285714285714285,72.33333333333333,76.0,27.0,41.142857142857146,161.66666666666666,240.57142857142858,15.666666666666666,22.285714285714285,45.333333333333336,34.857142857142854,1083.5714285714287
2026-08-25 00:00:00+00:00,87,43,122,67,377,1623,1013,55.0,44.0,55,44,85.66666666666667,77.14285714285714,56.333333333333336,51.0,86.66666666666667,76.14285714285714,36.666666666666664,33.857142857142854,247.33333333333334,244.71428571428572,29.333333333333332,26.142857142857142,50.0,42.285714285714285,1106.2857142857142
2026-08-26 00:00:00+00:00,96,58,89,67,321,1661,1035,22.0,38.0,22,38,106.0,78.28571428571429,71.66666666666667,52.142857142857146,105.33333333333333,79.71428571428571,47.333333333333336,36.285714285714285,319.6666666666667,250.71428571428572,34.333333333333336,26.142857142857142,58.0,43.42857142857143,1134.857142857143
2026-08-27 00:00:00+00:00,127,81,102,78,350,1707,1059,24.0,46.0,24,46,104.33333333333333,81.85714285714286,70.66666666666667,54.714285714285715,103.33333333333333,86.85714285714286,60.666666666666664,43.285714285714285,349.3333333333333,262.0,33.666666666666664,27.142857142857142,42.666666666666664,43.57142857142857,1166.2857142857142
2026-08-28 00:00:00+00:00,111,74,98,65,311,1744,1092,33.0,37.0,33,37,96.33333333333333,82.14285714285714,70.0,56.285714285714285,111.33333333333333,91.14285714285714,71.0,48.142857142857146,327.3333333333333,263.42857142857144,26.333333333333332,25.857142857142858,40.333333333333336,43.0,1198.5714285714287
2026-08-29 00:00:00+00:00,50,25,26,16,72,1769,1102,10.0,25.0,10,25,75.33333333333333,81.71428571428571,53.0,56.42857142857143,96.0,92.0,60.0,49.714285714285715,244.33333333333334,256.57142857142856,22.333333333333332,25.285714285714285,36.0,42.285714285714285,1231.5714285714287
2026-08-30 00:00:00+00:00,49,18,31,6,56,1800,1127,25.0,31.0,25,31,51.666666666666664,82.14285714285714,29.0,54.285714285714285,70.0,93.28571428571429,39.0,48.57142857142857,146.33333333333334,249.71428571428572,22.666666666666668,27.857142857142858,31.0,44.714285714285715,1264.142857142857
2026-08-31 00:00:00+00:00,159,68,90,60,298,1891,1157,30.0,91.0,30,91,49.0,79.71428571428571,27.333333333333332,51.285714285714285,86.0,97.0,37.0,52.42857142857143,142.0,255.0,21.666666666666668,28.428571428571427,49.0,44.57142857142857,1295.4285714285713
2026-09-01 00:00:00+00:00,97,67,111,96,432,1921,1172,15.0,30.0,15,30,77.33333333333333,78.14285714285714,54.0,55.42857142857143,101.66666666666667,98.42857142857143,51.0,55.857142857142854,262.0,262.85714285714283,23.333333333333332,22.714285714285715,50.666666666666664,42.57142857142857,1325.142857142857
2026-09-02 00:00:00+00:00,94,53,143,80,483,1962,1235,63.0,41.0,63,41,114.66666666666667,85.85714285714286,78.66666666666667,57.285714285714285,116.66666666666667,98.14285714285714,62.666666666666664,55.142857142857146,404.3333333333333,286.0,36.0,28.571428571428573,54.0,43.0,1348.857142857143
2026-09-03 00:00:00+00:00,114,54,123,79,329,2022,1279,44.0,60.0,44,60,125.66666666666667,88.85714285714286,85.0,57.42857142857143,101.66666666666667,96.28571428571429,58.0,51.285714285714285,414.6666666666667,283.0,40.666666666666664,31.428571428571427,43.666666666666664,45.0,1371.4285714285713
2026-09-04 00:00:00+00:00,181,55,94,55,294,2148,1318,39.0,126.0,39,126,120.0,88.28571428571429,71.33333333333333,56.0,129.66666666666666,106.28571428571429,54.0,48.57142857142857,368.6666666666667,280.57142857142856,48.666666666666664,32.285714285714285,75.66666666666667,57.714285714285715,1394.142857142857
2026-09-05 00:00:00+00:00,42,28,30,15,88,2162,1333,15.0,14.0,15,14,82.33333333333333,88.85714285714286,49.666666666666664,55.857142857142854,112.33333333333333,105.14285714285714,45.666666666666664,49.0,237.0,282.85714285714283,32.666666666666664,33.0,66.66666666666667,56.142857142857146,1414.0
