entity_type,entity_id,related_type,related_id,direct_or_indirect,relationship,impact_depth,impact_path
PR,335918,FILE,src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatMarkdownDecorationsRenderer.ts,INDIRECT,COMMIT_MODIFIES_FILE,2,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatMarkdownDecorationsRenderer.ts
PR,335918,FILE,src/vs/workbench/contrib/chat/browser/widget/chatContentParts/media/chatInlineAnchorWidget.css,INDIRECT,COMMIT_MODIFIES_FILE,2,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/workbench/contrib/chat/browser/widget/chatContentParts/media/chatInlineAnchorWidget.css
PR,335918,FILE,src/vs/workbench/contrib/chat/test/browser/accessibility/chatAccessibilityHelp.test.ts,INDIRECT,COMMIT_MODIFIES_FILE,2,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/workbench/contrib/chat/test/browser/accessibility/chatAccessibilityHelp.test.ts
PR,335918,FILE,src/vs/workbench/contrib/chat/test/browser/agentSessions/stateToProgressAdapter.test.ts,INDIRECT,COMMIT_MODIFIES_FILE,2,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/workbench/contrib/chat/test/browser/agentSessions/stateToProgressAdapter.test.ts
PR,335918,FILE,src/vs/workbench/contrib/chat/test/browser/widget/chatContentParts/chatInlineAnchorWidget.test.ts,INDIRECT,COMMIT_MODIFIES_FILE,2,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/workbench/contrib/chat/test/browser/widget/chatContentParts/chatInlineAnchorWidget.test.ts
PR,335918,FILE,src/vs/workbench/contrib/chat/test/browser/widget/chatContentParts/chatMarkdownContentPart.test.ts,INDIRECT,COMMIT_MODIFIES_FILE,2,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/workbench/contrib/chat/test/browser/widget/chatContentParts/chatMarkdownContentPart.test.ts
PR,335918,FILE,src/vs/workbench/test/browser/componentFixtures/chat/chatWidget.fixture.ts,INDIRECT,COMMIT_MODIFIES_FILE,2,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/workbench/test/browser/componentFixtures/chat/chatWidget.fixture.ts
PR,335918,DEVELOPER,dileepyavan,INDIRECT,DEVELOPER_AUTHORED_COMMIT,2,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> DEVELOPER:dileepyavan
PR,335918,COMMIT,4f7e975e2be576c0b963e7c4122d105b830972fc,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:4f7e975e2be576c0b963e7c4122d105b830972fc
PR,335918,COMMIT,54c830ac7135c0820a440f097abc6a7a4bb2142f,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:54c830ac7135c0820a440f097abc6a7a4bb2142f
PR,335918,COMMIT,229facda6b80e0c6415a97dccb1455749b03e519,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:229facda6b80e0c6415a97dccb1455749b03e519
PR,335918,COMMIT,b29b5486f9706362c7ba360676f05de2822163b0,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:b29b5486f9706362c7ba360676f05de2822163b0
PR,335918,COMMIT,96bb65f6741ae487e77852301f717054f22e262d,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:96bb65f6741ae487e77852301f717054f22e262d
PR,335918,COMMIT,218cfe5c4638a91161d38a883cffe1b03db06112,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:218cfe5c4638a91161d38a883cffe1b03db06112
PR,335918,COMMIT,c460a66df1aa4f811d5fbcf420e7152afd0d9350,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:c460a66df1aa4f811d5fbcf420e7152afd0d9350
PR,335918,COMMIT,d755b37a865665ba36d116d4ae794611b3612f84,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:d755b37a865665ba36d116d4ae794611b3612f84
PR,335918,COMMIT,a517096615a85d779c3f5c5d1388c3ef14525e2a,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:a517096615a85d779c3f5c5d1388c3ef14525e2a
PR,335918,COMMIT,e7d98681ee9fad7b2eec4c8875a8d5f1d8ec9802,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:e7d98681ee9fad7b2eec4c8875a8d5f1d8ec9802
PR,335918,COMMIT,f8396b3fb7afa2cb1f1ffb5c74e10e4b937524f4,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:f8396b3fb7afa2cb1f1ffb5c74e10e4b937524f4
PR,335918,COMMIT,0df889b0c00bf9a6467ce268cf6091c0765b6c6a,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:0df889b0c00bf9a6467ce268cf6091c0765b6c6a
PR,335918,COMMIT,4859dc2b0f0d1da0ac0813f75005fd0826e53f6f,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:4859dc2b0f0d1da0ac0813f75005fd0826e53f6f
PR,335918,COMMIT,e083d5f6bc66dff5ce4a30781b25c0eed695a87a,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:e083d5f6bc66dff5ce4a30781b25c0eed695a87a
PR,335918,COMMIT,162e8d6859b1c10a269d7af91151906872860171,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:162e8d6859b1c10a269d7af91151906872860171
PR,335918,COMMIT,9fc8a14cdec72e573e7d4807c6b78be896bdc66a,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:9fc8a14cdec72e573e7d4807c6b78be896bdc66a
PR,335918,COMMIT,8f8847e5eda52a772cb832b5368d1ff8254a6942,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:8f8847e5eda52a772cb832b5368d1ff8254a6942
PR,335918,COMMIT,3fc720557bcc2e8f0d328580e44541e41b1fff26,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:3fc720557bcc2e8f0d328580e44541e41b1fff26
PR,335918,COMMIT,7248f8fde85f9bf08884d428422d5b3a0cdf936f,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:7248f8fde85f9bf08884d428422d5b3a0cdf936f
PR,335918,COMMIT,1e8b83fd5cbd0a58eb49ab19e7ad88c933aa574e,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:1e8b83fd5cbd0a58eb49ab19e7ad88c933aa574e
PR,335918,COMMIT,815c312e77a009a93e03aa3d9314d92bb8948e9b,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:815c312e77a009a93e03aa3d9314d92bb8948e9b
PR,335918,COMMIT,54b1d1ee8a881d3566c26a7538650109bc468ccc,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:54b1d1ee8a881d3566c26a7538650109bc468ccc
PR,335918,COMMIT,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:cef1a6f2d17b389e1f23c49762ae60eea9e1f28e
PR,335918,COMMIT,5373185ed4c8299239ffbc53e3c949479f58dd1b,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:5373185ed4c8299239ffbc53e3c949479f58dd1b
PR,335918,COMMIT,2ef6ecc1b659743d3e5d8f90625b20503c0afed3,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:2ef6ecc1b659743d3e5d8f90625b20503c0afed3
PR,335918,COMMIT,9ea46e273ba01090de90d08dcf61b391c5b44e22,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:9ea46e273ba01090de90d08dcf61b391c5b44e22
PR,335918,COMMIT,6720b6583c2f91b7ae56ee262d9b2d51c6cf1395,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:6720b6583c2f91b7ae56ee262d9b2d51c6cf1395
PR,335918,COMMIT,162834ca8c2a5ec3355a42aef108a1f4c1e0dbcb,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:162834ca8c2a5ec3355a42aef108a1f4c1e0dbcb
PR,335918,COMMIT,ecf3a321944741f858755e66528254cb0e44d9f3,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:ecf3a321944741f858755e66528254cb0e44d9f3
PR,335918,COMMIT,c2f79ae7584286cbedec2703b064a390b40721af,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:c2f79ae7584286cbedec2703b064a390b40721af
PR,335918,COMMIT,5365a6e9cd4b7c38a7f02e0c61ad9e2054535f29,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:5365a6e9cd4b7c38a7f02e0c61ad9e2054535f29
PR,335918,COMMIT,57a0bfc21ad82688b545a257ad7813f258c3d892,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:57a0bfc21ad82688b545a257ad7813f258c3d892
PR,335918,COMMIT,e24108b67c400e5882bf960a6ade0ab4a5095405,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:e24108b67c400e5882bf960a6ade0ab4a5095405
PR,335918,COMMIT,5186c6fc73f5fe0abc3df0934b1123679d9e57c3,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:5186c6fc73f5fe0abc3df0934b1123679d9e57c3
PR,335918,COMMIT,9f302f52f22b79c48312da37460f2a8f79b3aa24,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:9f302f52f22b79c48312da37460f2a8f79b3aa24
PR,335918,COMMIT,212ec3f80b8fa8f5c2ae8e903ccf49bb87984593,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:212ec3f80b8fa8f5c2ae8e903ccf49bb87984593
PR,335918,COMMIT,4fb479997e2cdc51c9504bea57a1520f75c86b85,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:4fb479997e2cdc51c9504bea57a1520f75c86b85
PR,335918,COMMIT,17ff793d11d731877e9646a4aace228a97e67309,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:17ff793d11d731877e9646a4aace228a97e67309
PR,335918,COMMIT,7f5e86442bfd1a27d27d3a484953f0be00eedb2f,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:7f5e86442bfd1a27d27d3a484953f0be00eedb2f
PR,335918,COMMIT,5a136b4c9ea814790e247fa65f3df734c99aceeb,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:5a136b4c9ea814790e247fa65f3df734c99aceeb
PR,335918,COMMIT,9fd4c20c813436cbedfa43a0a90554f974c96e9d,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:9fd4c20c813436cbedfa43a0a90554f974c96e9d
PR,335918,COMMIT,241fdcc7a112b3c37254a8534df84ddf6e2a1563,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:241fdcc7a112b3c37254a8534df84ddf6e2a1563
PR,335918,COMMIT,7544a38e76da0ccf3c816cdcdc21ea9ed717a5a9,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:7544a38e76da0ccf3c816cdcdc21ea9ed717a5a9
PR,335918,COMMIT,41adf78fbdcf2e6ef3f365fd67d0e48643d71911,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:41adf78fbdcf2e6ef3f365fd67d0e48643d71911
PR,335918,COMMIT,73ab62e6a9f7bc4c25e42fcb5b2ba435e63c94a0,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:73ab62e6a9f7bc4c25e42fcb5b2ba435e63c94a0
PR,335918,COMMIT,4854e0e62366ee70c5a43262778d38c81b04710f,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:4854e0e62366ee70c5a43262778d38c81b04710f
PR,335918,COMMIT,572d74184fb2b62230c9f9655130c2cd5ca47544,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:572d74184fb2b62230c9f9655130c2cd5ca47544
PR,335918,COMMIT,3fae7c42ec70b0518c581a73da598c54f60d9c6e,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:3fae7c42ec70b0518c581a73da598c54f60d9c6e
PR,335918,COMMIT,4a777b2a907a3852bf4ed9e571de46c4e07b4a42,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:4a777b2a907a3852bf4ed9e571de46c4e07b4a42
PR,335918,COMMIT,a2b1bd135b7cbb6c8714cf7e990ce270bfec0ad6,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:a2b1bd135b7cbb6c8714cf7e990ce270bfec0ad6
PR,335918,COMMIT,4dc6960dc8e50aa3ad4a98ee052eb068478b25ef,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:4dc6960dc8e50aa3ad4a98ee052eb068478b25ef
PR,335918,COMMIT,95bb9a82bec2e9e31852889e3e73920bd3d09cbe,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:95bb9a82bec2e9e31852889e3e73920bd3d09cbe
PR,335918,COMMIT,cc497922bded9753db0efddaa1d05de3109940c8,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:cc497922bded9753db0efddaa1d05de3109940c8
PR,335918,COMMIT,8fb3a59e4e76869e7f864817596a5fc044f03efc,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:8fb3a59e4e76869e7f864817596a5fc044f03efc
PR,335918,COMMIT,e84a873cbd510d513c141075979bdd26022377f9,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:e84a873cbd510d513c141075979bdd26022377f9
PR,335918,COMMIT,5de6afa81b4e86024054a50febbe122adb30cd38,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:5de6afa81b4e86024054a50febbe122adb30cd38
PR,335918,COMMIT,7ae39bc8f12c12515a333bcda14cb8d6f384d0e7,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:7ae39bc8f12c12515a333bcda14cb8d6f384d0e7
PR,335918,COMMIT,ce80772038d90f96f2ce4c8b6aa80702bb1afc13,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:ce80772038d90f96f2ce4c8b6aa80702bb1afc13
PR,335918,COMMIT,74511c9254c44ca28ce5b44f04bbc01706d45899,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:74511c9254c44ca28ce5b44f04bbc01706d45899
PR,335918,COMMIT,cc7a9889a5d40c45a1be3081f0b85e52f65bbb40,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:cc7a9889a5d40c45a1be3081f0b85e52f65bbb40
PR,335918,COMMIT,d6df2275021ddefb74a5be352819d4a19d18124f,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:d6df2275021ddefb74a5be352819d4a19d18124f
