file_name,dominant_developer,dominant_developer_share,total_commits,unique_developers,files_losing_dominant_contributor,files_with_no_remaining_contributor,remaining_contributor_share,high_concentration_flag
.agents/skills/launch/scripts/waitForHttp.ts,jruales,1.0,1,1,1,1,0.0,1
.agents/skills/launch/scripts/windows-process-arguments.ps1,amunger,1.0,1,1,1,1,0.0,1
.agents/skills/launch/scripts/windows-process-tree-monitor.ps1,amunger,1.0,1,1,1,1,0.0,1
.agents/skills/update-codex-sdk/SKILL.md,dmitrivMS,0.1506849315068493,73,41,0,0,0.8493150684931507,0
.agents/skills/update-codex-sdk/agents/openai.yaml,dmitrivMS,0.1506849315068493,73,41,0,0,0.8493150684931507,0
.agents/skills/update-codex-sdk/scripts/latest-private-version.ts,dmitrivMS,0.1506849315068493,73,41,0,0,0.8493150684931507,0
.agents/skills/vscode/SKILL.md,devops2626,0.5714285714285714,7,2,1,0,0.4285714285714286,0
.agents/skills/vscode/agents/openai.yaml,devops2626,0.5714285714285714,7,2,1,0,0.4285714285714286,0
.binary-check-verification/allowed.png,hawkticehurst,1.0,1,1,1,1,0.0,1
.binary-check-verification/control.txt,hawkticehurst,1.0,1,1,1,1,0.0,1
.binary-check-verification/copied.woff,hawkticehurst,1.0,1,1,1,1,0.0,1
.binary-check-verification/module.WASM,hawkticehurst,1.0,2,1,1,1,0.0,1
.binary-check-verification/tool,hawkticehurst,1.0,2,1,1,1,0.0,1
.claude/CLAUDE.md,NguyenCuong1989,1.0,2,1,1,1,0.0,1
.claude/ecc-tools.json,devops2626,0.5714285714285714,7,2,1,0,0.4285714285714286,0
.claude/homunculus/instincts/inherited/vscode-instincts.yaml,devops2626,0.5714285714285714,7,2,1,0,0.4285714285714286,0
.claude/identity.json,devops2626,0.5714285714285714,7,2,1,0,0.4285714285714286,0
.claude/skills/launch,NguyenCuong1989,1.0,2,1,1,1,0.0,1
.claude/skills/vscode/SKILL.md,devops2626,0.5714285714285714,7,2,1,0,0.4285714285714286,0
.codex/AGENTS.md,devops2626,0.5714285714285714,7,2,1,0,0.4285714285714286,0
.codex/agents/docs-researcher.toml,devops2626,0.5714285714285714,7,2,1,0,0.4285714285714286,0
.codex/agents/explorer.toml,devops2626,0.5714285714285714,7,2,1,0,0.4285714285714286,0
.codex/agents/reviewer.toml,devops2626,0.5714285714285714,7,2,1,0,0.4285714285714286,0
.codex/config.toml,devops2626,0.5714285714285714,7,2,1,0,0.4285714285714286,0
.config/1espt/PipelineAutobaseliningConfig.yml,veerjain-1,1.0,1,1,1,1,0.0,1
.copilot-version,pwang347,1.0,2,1,1,1,0.0,1
.devcontainer/Dockerfile,SimonSiefke,0.5,8,5,1,0,0.5,0
.devcontainer/MIRRORS.md,lulujs,1.0,1,1,1,1,0.0,1
.devcontainer/README.md,SimonSiefke,0.5714285714285714,7,4,1,0,0.4285714285714286,0
.devcontainer/README.zh-CN.md,lulujs,1.0,1,1,1,1,0.0,1
.devcontainer/WHY-INSIDERS.md,lulujs,1.0,1,1,1,1,0.0,1
.devcontainer/devcontainer-lock.json,SimonSiefke,0.35714285714285715,14,6,0,0,0.6428571428571428,0
.devcontainer/devcontainer.json,SimonSiefke,0.3333333333333333,15,7,0,0,0.6666666666666667,0
.devcontainer/install-vscode.sh,dmitrivMS,0.5,2,2,1,0,0.5,0
.devcontainer/normalize-git-identity.sh,NguyenCuong1989,1.0,1,1,1,1,0.0,1
.devcontainer/post-create.sh,NguyenCuong1989,1.0,1,1,1,1,0.0,1
.devcontainer/test-normalize-git-identity.sh,NguyenCuong1989,1.0,1,1,1,1,0.0,1
.eslint-allowed-bracket-notation-files,dmitrivMS,0.3037974683544304,79,33,0,0,0.6962025316455696,0
.eslint-allowed-javascript-files,SimonSiefke,0.09420289855072464,138,60,0,0,0.9057971014492754,0
.eslint-ignore,dmitrivMS,0.13761467889908258,109,50,0,0,0.8623853211009174,0
.eslint-plugin-local/README.md,aguashui,1.0,3,1,1,1,0.0,1
.eslint-plugin-local/code-amd-node-module.ts,denizguney,1.0,1,1,1,1,0.0,1
.eslint-plugin-local/code-command-title-capitalization.ts,Genius740Code,1.0,3,1,1,1,0.0,1
.eslint-plugin-local/code-ensure-no-disposables-leak-in-test.ts,dmitrivMS,0.16494845360824742,97,48,0,0,0.8350515463917526,0
.eslint-plugin-local/code-import-patterns.ts,dmitrivMS,0.16494845360824742,97,48,0,0,0.8350515463917526,0
.eslint-plugin-local/code-layering.ts,dmitrivMS,0.16494845360824742,97,48,0,0,0.8350515463917526,0
.eslint-plugin-local/code-limited-top-functions.ts,dmitrivMS,0.16494845360824742,97,48,0,0,0.8350515463917526,0
.eslint-plugin-local/code-must-use-super-dispose.ts,dmitrivMS,0.16494845360824742,97,48,0,0,0.8350515463917526,0
.eslint-plugin-local/code-no-accessor-after-await.ts,SimonSiefke,0.6,5,3,1,0,0.4,0
.eslint-plugin-local/code-no-bracket-notation-for-identifiers.ts,dmitrivMS,0.2,95,44,0,0,0.8,0
.eslint-plugin-local/code-no-declare-const-enum.ts,SimonSiefke,0.75,4,2,1,0,0.25,1
.eslint-plugin-local/code-no-direct-gulp-import.ts,dmitrivMS,0.15841584158415842,101,49,0,0,0.8415841584158416,0
.eslint-plugin-local/code-no-http-import.ts,dmitrivMS,0.15841584158415842,101,49,0,0,0.8415841584158416,0
.eslint-plugin-local/code-no-icons-in-localized-strings.ts,SimonSiefke,0.75,4,2,1,0,0.25,1
.eslint-plugin-local/code-no-native-private.ts,SimonSiefke,0.75,4,2,1,0,0.25,1
.eslint-plugin-local/code-no-new-javascript-files.ts,SimonSiefke,0.5714285714285714,7,4,1,0,0.4285714285714286,0
.eslint-plugin-local/code-no-nls-in-standalone-editor.ts,dmitrivMS,0.16494845360824742,97,48,0,0,0.8350515463917526,0
.eslint-plugin-local/code-no-observable-get-in-reactive-context.ts,dmitrivMS,0.16494845360824742,97,48,0,0,0.8350515463917526,0
.eslint-plugin-local/code-no-runtime-import.ts,dmitrivMS,0.16494845360824742,97,48,0,0,0.8350515463917526,0
.eslint-plugin-local/code-no-standalone-editor.ts,dmitrivMS,0.16494845360824742,97,48,0,0,0.8350515463917526,0
.eslint-plugin-local/code-no-static-node-module-import.ts,dmitrivMS,0.15841584158415842,101,49,0,0,0.8415841584158416,0
.eslint-plugin-local/code-no-telemetry-common-property.ts,dmitrivMS,0.1564625850340136,147,64,0,0,0.8435374149659864,0
.eslint-plugin-local/code-no-unexternalized-strings.ts,dmitrivMS,0.1568627450980392,102,50,0,0,0.8431372549019608,0
.eslint-plugin-local/code-no-untyped-meta-access.ts,dmitrivMS,0.19230769230769232,52,24,0,0,0.8076923076923077,0
.eslint-plugin-local/code-translation-remind.ts,dmitrivMS,0.15841584158415842,101,49,0,0,0.8415841584158416,0
.eslint-plugin-local/index.ts,SimonSiefke,0.5,6,4,1,0,0.5,0
.eslint-plugin-local/package.json,SimonSiefke,0.1111111111111111,45,29,0,0,0.8888888888888888,0
.eslint-plugin-local/tests/code-command-title-capitalization-test.ts,Genius740Code,1.0,3,1,1,1,0.0,1
.eslint-plugin-local/tsconfig.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
.eslint-plugin-local/vscode-dts-event-naming.ts,dmitrivMS,0.16494845360824742,97,48,0,0,0.8350515463917526,0
.eslint-plugin-local/vscode-dts-vscode-in-comments.ts,dmitrivMS,0.16494845360824742,97,48,0,0,0.8350515463917526,0
.gitattributes,NguyenCuong1989,0.6666666666666666,3,2,1,0,0.33333333333333337,0
.github/CODENOTIFY,dmitrivMS,0.18285714285714286,175,70,0,0,0.8171428571428572,0
.github/CODEOWNERS,dmitrivMS,0.11481481481481481,270,93,0,0,0.8851851851851852,0
.github/ISSUE_TEMPLATE/copilot_bug_report.md,SimonSiefke,0.5,6,3,1,0,0.5,0
.github/actions/detect-agent-host-e2e-changes/action.yml,dmitrivMS,0.13095238095238096,84,43,0,0,0.8690476190476191,0
.github/actions/detect-agent-host-e2e-changes/detect.test.ts,bhavyaus,1.0,1,1,1,1,0.0,1
.github/actions/detect-agent-host-e2e-changes/detect.ts,dmitrivMS,0.14772727272727273,88,44,0,0,0.8522727272727273,0
.github/actions/restore-node-modules/action.yml,SimonSiefke,0.11578947368421053,95,47,0,0,0.8842105263157894,0
.github/actions/save-node-modules/action.yml,SimonSiefke,0.11578947368421053,95,47,0,0,0.8842105263157894,0
.github/agents/data.md,SimonSiefke,0.11818181818181818,110,49,0,0,0.8818181818181818,0
.github/agents/demonstrate.md,NguyenCuong1989,1.0,1,1,1,1,0.0,1
.github/agents/engineering.md,SimonSiefke,0.6,5,2,1,0,0.4,0
.github/agents/sessions.md,dmitrivMS,0.18,100,47,0,0,0.8200000000000001,0
.github/attestation-142091445.txt,benibenj,1.0,1,1,1,1,0.0,1
.github/cancellation-ab.sh,sandy081,1.0,1,1,1,1,0.0,1
.github/classifier.json,SimonSiefke,0.5,8,4,1,0,0.5,0
.github/codeql/codeql-config.yml,dmitrivMS,0.25263157894736843,95,44,0,0,0.7473684210526316,0
.github/commands.json,SimonSiefke,0.45454545454545453,11,5,0,0,0.5454545454545454,0
.github/copilot-instructions.md,dmitrivMS,0.10454545454545454,220,80,0,0,0.8954545454545455,0
.github/dependabot.yml,dmitrivMS,0.0975609756097561,246,84,0,0,0.9024390243902439,0
.github/hooks/hooks.json,NguyenCuong1989,1.0,2,1,1,1,0.0,1
.github/instructions/accessibility.instructions.md,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/instructions/agentHostTesting.instructions.md,dmitrivMS,0.17289719626168223,214,74,0,0,0.8271028037383178,0
.github/instructions/ai-customization.instructions.md,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/instructions/api-version.instructions.md,NguyenCuong1989,0.3333333333333333,9,5,0,0,0.6666666666666667,0
.github/instructions/best-practices.instructions.md,dmitrivMS,0.10426540284360189,211,79,0,0,0.8957345971563981,0
.github/instructions/buildNext.instructions.md,dmitrivMS,0.13178294573643412,129,53,0,0,0.8682170542635659,0
.github/instructions/chat.instructions.md,dmitrivMS,0.1836734693877551,98,47,0,0,0.8163265306122449,0
.github/instructions/coding-guidelines.instructions.md,SimonSiefke,0.5555555555555556,9,5,1,0,0.4444444444444444,0
.github/instructions/committing.instructions.md,SimonSiefke,0.08433734939759036,83,43,0,0,0.9156626506024097,0
.github/instructions/css-best-practices.instructions.md,dmitrivMS,0.13636363636363635,176,74,0,0,0.8636363636363636,0
.github/instructions/design-philosophy.instructions.md,dmitrivMS,0.11904761904761904,84,37,0,0,0.8809523809523809,0
.github/instructions/design-tokens.instructions.md,dmitrivMS,0.12844036697247707,218,74,0,0,0.8715596330275229,0
.github/instructions/interactive.instructions.md,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/instructions/kusto.instructions.md,SimonSiefke,0.6,5,2,1,0,0.4,0
.github/instructions/language-model-tool-descriptions.instructions.md,dmitrivMS,0.171875,64,40,0,0,0.828125,0
.github/instructions/learnings.instructions.md,dmitrivMS,0.20930232558139536,43,21,0,0,0.7906976744186046,0
.github/instructions/notebook.instructions.md,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/instructions/observables.instructions.md,aguashui,1.0,1,1,1,1,0.0,1
.github/instructions/oss-third-party-notices.instructions.md,SimonSiefke,0.3333333333333333,12,7,0,0,0.6666666666666667,0
.github/instructions/oss.instructions.md,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/instructions/resources/interactive/interactive.editor.drawio.svg,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/instructions/resources/interactive/interactive.eh.drawio.svg,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/instructions/resources/interactive/interactive.model.resolution.drawio.svg,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/instructions/resources/notebook/cell-resize-above-viewport.drawio.svg,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/instructions/resources/notebook/hybrid-find.drawio.svg,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/instructions/resources/notebook/viewport-rendering.drawio.svg,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/instructions/sessions.instructions.md,dmitrivMS,0.17197452229299362,157,64,0,0,0.8280254777070064,0
.github/instructions/source-code-organization.instructions.md,dmitrivMS,0.15384615384615385,65,39,0,0,0.8461538461538461,0
.github/instructions/tree-widgets.instructions.md,dmitrivMS,0.23076923076923078,39,19,0,0,0.7692307692307692,0
.github/instructions/writing-tests.instructions.md,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/learnings/README.md,dmitrivMS,0.18493150684931506,146,62,0,0,0.815068493150685,0
.github/learnings/sessions.md,dmitrivMS,0.1912568306010929,183,72,0,0,0.8087431693989071,0
.github/pr-assets/328582/after.png,cipheraxat,1.0,2,1,1,1,0.0,1
.github/pr-assets/328582/before.png,cipheraxat,1.0,2,1,1,1,0.0,1
.github/pr-assets/328582/compare.png,cipheraxat,1.0,2,1,1,1,0.0,1
.github/prompts/find-duplicates.prompt.md,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/prompts/find-issue.prompt.md,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/prompts/fix-error.prompt.md,dmitrivMS,0.18518518518518517,54,32,0,0,0.8148148148148149,0
.github/prompts/issue-grouping.prompt.md,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/prompts/micro-perf.prompt.md,NguyenCuong1989,1.0,1,1,1,1,0.0,1
.github/prompts/migrate.prompt.md,SimonSiefke,0.6666666666666666,3,2,1,0,0.33333333333333337,0
.github/prompts/plan.prompt.md,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/similarity.yml,denizguney,1.0,1,1,1,1,0.0,1
.github/skills/accessibility/SKILL.md,dmitrivMS,0.20454545454545456,44,21,0,0,0.7954545454545454,0
.github/skills/add-policy/SKILL.md,dmitrivMS,0.1323529411764706,136,57,0,0,0.8676470588235294,0
.github/skills/add-policy/extension-policy.md,joshspicer,1.0,1,1,1,1,0.0,1
.github/skills/add-policy/github-managed-settings.md,sandy081,0.11382113821138211,123,46,0,0,0.8861788617886179,0
.github/skills/add-policy/legacy-permission-policy.md,joshspicer,1.0,1,1,1,1,0.0,1
.github/skills/add-policy/local-testing.md,SimonSiefke,0.16666666666666666,42,25,0,0,0.8333333333333334,0
.github/skills/add-policy/mixed-policy.md,joshspicer,1.0,1,1,1,1,0.0,1
.github/skills/add-policy/sdk-runtime-policy.md,joshspicer,1.0,1,1,1,1,0.0,1
.github/skills/add-policy/vscode-policy.md,joshspicer,1.0,1,1,1,1,0.0,1
.github/skills/agent-host-chat-contributions/SKILL.md,dmitrivMS,0.16778523489932887,149,61,0,0,0.8322147651006712,0
.github/skills/agent-host-e2e-tests/SKILL.md,dmitrivMS,0.10793650793650794,315,92,0,0,0.892063492063492,0
.github/skills/agent-host-logs/SKILL.md,dmitrivMS,0.11931818181818182,176,69,0,0,0.8806818181818181,0
.github/skills/agent-host-logs/scripts/extract.py,sandy081,0.14285714285714285,42,26,0,0,0.8571428571428572,0
.github/skills/agent-sessions-layout/SKILL.md,NguyenCuong1989,0.6666666666666666,3,2,1,0,0.33333333333333337,0
.github/skills/author-contributions/SKILL.md,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/skills/auto-perf-optimize/SKILL.md,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/skills/auto-perf-optimize/scratchpad/.gitignore,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/skills/auto-perf-optimize/scratchpad/README.md,dmitrivMS,0.1839080459770115,87,41,0,0,0.8160919540229885,0
.github/skills/auto-perf-optimize/scripts/chat-memory-smoke.mts,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/skills/auto-perf-optimize/scripts/chat-session-switch-smoke.mts,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/skills/auto-perf-optimize/scripts/userDataProfile.mts,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/skills/auto-perf-optimize/scripts/workbench-css-performance.mts,dmitrivMS,0.2037037037037037,54,29,0,0,0.7962962962962963,0
.github/skills/azure-pipelines/SKILL.md,SimonSiefke,0.35714285714285715,14,7,0,0,0.6428571428571428,0
.github/skills/azure-pipelines/azure-pipeline.ts,SimonSiefke,0.6,5,2,1,0,0.4,0
.github/skills/chat-customizations-editor/SKILL.md,dmitrivMS,0.14754098360655737,122,55,0,0,0.8524590163934427,0
.github/skills/chat-perf/SKILL.md,dmitrivMS,0.11956521739130435,92,42,0,0,0.8804347826086957,0
.github/skills/chat-pet-sprite-creation/SKILL.md,dmitrivMS,0.16417910447761194,134,63,0,0,0.835820895522388,0
.github/skills/code-oss-logs/SKILL.md,sandy081,0.15,40,25,0,0,0.85,0
.github/skills/code-review/1234SKILL.md,saroasid-web,1.0,1,1,1,1,0.0,1
.github/skills/code-review/SKILL.md,sbatten,1.0,4,1,1,1,0.0,1
.github/skills/code-review/SKILL.md١,saroasid-web,1.0,1,1,1,1,0.0,1
.github/skills/code-review/github-actions-failure-debugging,Canmarha,1.0,1,1,1,1,0.0,1
.github/skills/code-review/references/sbatten.md,sbatten,1.0,1,1,1,1,0.0,1
.github/skills/code-review/references/tylerleonhardt.md,sbatten,1.0,1,1,1,1,0.0,1
.github/skills/component-fixtures/SKILL.md,dmitrivMS,0.18333333333333332,60,32,0,0,0.8166666666666667,0
.github/skills/cpu-profile-analysis/SKILL.md,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/skills/customizations-in-the-agent-host/SKILL.md,dmitrivMS,0.216,125,53,0,0,0.784,0
.github/skills/design-philosophy/SKILL.md,dmitrivMS,0.1242603550295858,169,62,0,0,0.8757396449704142,0
.github/skills/feedback-learning/SKILL.md,dmitrivMS,0.1836734693877551,147,62,0,0,0.8163265306122449,0
.github/skills/fix-ci-failures/SKILL.md,SimonSiefke,0.38461538461538464,13,6,0,0,0.6153846153846154,0
.github/skills/fix-errors/SKILL.md,dmitrivMS,0.18518518518518517,54,32,0,0,0.8148148148148149,0
.github/skills/flaky-smoke-tests/SKILL.md,dmitrivMS,0.11515151515151516,165,61,0,0,0.8848484848484849,0
.github/skills/heap-snapshot-analysis/SKILL.md,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/skills/heap-snapshot-analysis/helpers/compareSnapshots.ts,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/skills/heap-snapshot-analysis/helpers/findRetainers.ts,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/skills/heap-snapshot-analysis/helpers/parseSnapshot.ts,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/skills/heap-snapshot-analysis/helpers/streamSnapshot.mjs,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/skills/heap-snapshot-analysis/scratchpad/.gitignore,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/skills/heap-snapshot-analysis/scratchpad/README.md,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/skills/hygiene/SKILL.md,dmitrivMS,0.12643678160919541,87,48,0,0,0.8735632183908046,0
.github/skills/integrated-browser/SKILL.md,SimonSiefke,0.1527777777777778,72,40,0,0,0.8472222222222222,0
.github/skills/integration-tests/SKILL.md,dmitrivMS,0.17391304347826086,138,55,0,0,0.8260869565217391,0
.github/skills/memory-leak-audit/SKILL.md,SimonSiefke,0.5555555555555556,9,4,1,0,0.4444444444444444,0
.github/skills/otel/SKILL.md,dmitrivMS,0.2127659574468085,47,24,0,0,0.7872340425531915,0
.github/skills/policy-and-managed-settings/SKILL.md,dmitrivMS,0.17415730337078653,178,63,0,0,0.8258426966292135,0
.github/skills/policy-and-managed-settings/extension-policy.md,dmitrivMS,0.1984126984126984,126,56,0,0,0.8015873015873016,0
.github/skills/policy-and-managed-settings/github-managed-settings.md,dmitrivMS,0.19287833827893175,337,93,0,0,0.8071216617210683,0
.github/skills/policy-and-managed-settings/legacy-permission-policy.md,dmitrivMS,0.1751412429378531,177,63,0,0,0.8248587570621468,0
.github/skills/policy-and-managed-settings/local-testing.md,dmitrivMS,0.15282392026578073,301,88,0,0,0.8471760797342193,0
.github/skills/policy-and-managed-settings/mixed-policy.md,dmitrivMS,0.1984126984126984,126,56,0,0,0.8015873015873016,0
.github/skills/policy-and-managed-settings/sdk-runtime-policy.md,dmitrivMS,0.17318435754189945,179,63,0,0,0.8268156424581006,0
.github/skills/policy-and-managed-settings/vscode-policy.md,dmitrivMS,0.1984126984126984,126,56,0,0,0.8015873015873016,0
.github/skills/sessions/SKILL.md,sandy081,0.13453815261044177,996,120,0,0,0.8654618473895582,0
.github/skills/smoke-tests/SKILL.md,dmitrivMS,0.15789473684210525,76,40,0,0,0.8421052631578947,0
.github/skills/sweeper-fix/SKILL.md,dmitrivMS,0.15476190476190477,168,66,0,0,0.8452380952380952,0
.github/skills/symbolicate-crash-dump/SKILL.md,sandy081,0.14285714285714285,42,25,0,0,0.8571428571428572,0
.github/skills/tool-rename-deprecation/SKILL.md,dmitrivMS,0.18181818181818182,55,34,0,0,0.8181818181818181,0
.github/skills/ui-scenario-validation/SKILL.md,dmitrivMS,0.14754098360655737,61,25,0,0,0.8524590163934427,0
.github/skills/unit-tests/SKILL.md,SimonSiefke,0.6,5,3,1,0,0.4,0
.github/skills/update-screenshots/SKILL.md,dmitrivMS,0.18548387096774194,124,49,0,0,0.814516129032258,0
.github/skills/ux-css-layout/SKILL.md,dmitrivMS,0.12568306010928962,183,68,0,0,0.8743169398907104,0
.github/skills/ux-theming/SKILL.md,dmitrivMS,0.16279069767441862,129,54,0,0,0.8372093023255813,0
.github/skills/validate-ui-scenario/SKILL.md,dmitrivMS,0.17073170731707318,164,58,0,0,0.8292682926829268,0
.github/skills/vscode-dev-workbench/SKILL.md,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/workflows/Ujdic,ibr101010-bot,1.0,1,1,1,1,0.0,1
.github/workflows/android.yml,ibr101010-bot,1.0,1,1,1,1,0.0,1
.github/workflows/api-proposal-version-check.yml,SimonSiefke,0.42857142857142855,7,4,0,0,0.5714285714285714,0
.github/workflows/build.yml,kimphanh,1.0,1,1,1,1,0.0,1
.github/workflows/chat-lib-package.yml,dmitrivMS,0.1507537688442211,199,83,0,0,0.8492462311557789,0
.github/workflows/chat-perf.yml,dmitrivMS,0.12994350282485875,177,72,0,0,0.8700564971751412,0
.github/workflows/check-clean-git-state.sh,SimonSiefke,0.5,6,4,1,0,0.5,0
.github/workflows/codeql.yml,dmitrivMS,0.2777777777777778,54,29,0,0,0.7222222222222222,0
.github/workflows/codespaces-git-identity.yml,NguyenCuong1989,1.0,1,1,1,1,0.0,1
.github/workflows/component-fixture-tests.yml,lulujs,1.0,1,1,1,1,0.0,1
.github/workflows/component-fixtures.yml,dmitrivMS,0.11607142857142858,336,100,0,0,0.8839285714285714,0
.github/workflows/copilot-setup-steps.yml,dmitrivMS,0.1493212669683258,221,85,0,0,0.8506787330316742,0
.github/workflows/css-order-scan.yml,dmitrivMS,0.12738853503184713,157,70,0,0,0.8726114649681529,0
.github/workflows/datadog-synthetics.yml,NguyenCuong1989,1.0,1,1,1,1,0.0,1
.github/workflows/deno.yml,NguyenCuong1989,1.0,1,1,1,1,0.0,1
.github/workflows/generator-generic-ossf-slsa3-publish.yml,uq3095-rgb,1.0,1,1,1,1,0.0,1
.github/workflows/monaco-editor.yml,dmitrivMS,0.1308016877637131,237,87,0,0,0.869198312236287,0
.github/workflows/msbuild.yml,guuruu8,1.0,1,1,1,1,0.0,1
.github/workflows/no-engineering-system-changes.yml,dmitrivMS,0.12631578947368421,190,65,0,0,0.8736842105263158,0
.github/workflows/no-package-lock-changes.yml,SimonSiefke,0.75,4,2,1,0,0.25,1
.github/workflows/no-yarn-lock-changes.yml,NguyenCuong1989,0.5,2,2,1,0,0.5,0
.github/workflows/node_modules_cache/README.md,SimonSiefke,0.4444444444444444,9,6,0,0,0.5555555555555556,0
.github/workflows/node_modules_cache/benchmark.ps1,dmitrivMS,1.0,1,1,1,1,0.0,1
.github/workflows/node_modules_cache/cache.ps1,SimonSiefke,0.4444444444444444,9,6,0,0,0.5555555555555556,0
.github/workflows/node_modules_cache/cache.sh,SimonSiefke,0.4444444444444444,9,6,0,0,0.5555555555555556,0
.github/workflows/pr-darwin-test.yml,dmitrivMS,0.15570175438596492,456,108,0,0,0.8442982456140351,0
.github/workflows/pr-linux-cli-test.yml,dmitrivMS,0.13157894736842105,152,71,0,0,0.868421052631579,0
.github/workflows/pr-linux-test.yml,dmitrivMS,0.16723549488054607,293,93,0,0,0.8327645051194539,0
.github/workflows/pr-node-modules.yml,dmitrivMS,0.13636363636363635,220,80,0,0,0.8636363636363636,0
.github/workflows/pr-win32-test.yml,dmitrivMS,0.16909620991253643,343,95,0,0,0.8309037900874636,0
