commit_sha,author,file_name
1988c1f57736673794b702c276d597b88f72e3c0,TylerLeonhardt,src/vs/sessions/contrib/chat/browser/chatView.ts
1988c1f57736673794b702c276d597b88f72e3c0,TylerLeonhardt,src/vs/workbench/contrib/chat/browser/widget/chatListWidget.ts
1988c1f57736673794b702c276d597b88f72e3c0,TylerLeonhardt,src/vs/workbench/contrib/chat/common/actions/chatContextKeys.ts
1988c1f57736673794b702c276d597b88f72e3c0,TylerLeonhardt,src/vs/workbench/contrib/chat/test/browser/widget/chatListWidget.test.ts
853c1291b284779ca3f4b8ca326caa3717600806,TylerLeonhardt,src/vs/platform/agentHost/node/agentSdkDownloader.ts
853c1291b284779ca3f4b8ca326caa3717600806,TylerLeonhardt,src/vs/platform/agentHost/node/agentService.ts
853c1291b284779ca3f4b8ca326caa3717600806,TylerLeonhardt,src/vs/platform/agentHost/test/node/agentService.test.ts
853c1291b284779ca3f4b8ca326caa3717600806,TylerLeonhardt,src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostDownloadProgress.ts
853c1291b284779ca3f4b8ca326caa3717600806,TylerLeonhardt,src/vs/workbench/contrib/chat/test/browser/agentSessions/agentHostChatContribution.test.ts
853c1291b284779ca3f4b8ca326caa3717600806,TylerLeonhardt,src/vs/workbench/contrib/chat/test/browser/agentSessions/agentHostDownloadProgress.test.ts
853c1291b284779ca3f4b8ca326caa3717600806,TylerLeonhardt,src/vs/workbench/services/agentHost/browser/codexAccountService.ts
853c1291b284779ca3f4b8ca326caa3717600806,TylerLeonhardt,src/vs/workbench/services/agentHost/test/browser/codexAccountService.test.ts
5806402760ea5049bf598b8dbf2a48ac00b4a837,TylerLeonhardt,src/vs/sessions/contrib/chat/browser/media/chatView.css
5806402760ea5049bf598b8dbf2a48ac00b4a837,TylerLeonhardt,src/vs/sessions/contrib/chat/test/browser/chatView.test.ts
5d9115f5e4060cdb6da43417057d423f554b1ca4,sbatten,package.json
f4d8c7d169db52f501202c3f36b7d45ef5607885,amunger,src/vs/sessions/contrib/chat/browser/newChatInput.ts
f4d8c7d169db52f501202c3f36b7d45ef5607885,amunger,src/vs/sessions/contrib/chat/browser/sessionsChatAccessibilityHelp.ts
f4d8c7d169db52f501202c3f36b7d45ef5607885,amunger,src/vs/sessions/contrib/chat/test/browser/newChatInput.test.ts
f4d8c7d169db52f501202c3f36b7d45ef5607885,amunger,src/vs/sessions/contrib/chat/test/browser/sessionsChatAccessibilityHelp.test.ts
e1c93cd3616e48fe735b6612b47078b6a1c3f65f,kondv,src/vs/platform/agentHost/test/node/copilotAgent.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,.agents/skills/launch/SKILL.md
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,.agents/skills/launch/scripts/launch.sh
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,.agents/skills/launch/scripts/updateSettings.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,.eslint-allowed-javascript-files
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,build/gulpfile.vscode.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,build/lib/i18n.resources.json
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,build/lib/stylelint/vscode-known-variables.json
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,scripts/launch-local-canvas-poc.mts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,scripts/local-canvas-poc.md
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,scripts/local-canvas-sdk-bridge.mts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,scripts/local-canvas-sdk-bridge.test.mts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,scripts/local-canvas-sdk.md
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,scripts/prepare-local-canvas-poc.mts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,scripts/prepare-local-canvas-sdk.mts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,scripts/sync-agent-host-protocol.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/browser/agentHostProtocolClient.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/agent.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/agentHostCanvasContext.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/agentHostCanvasPackages.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/agentHostCanvasProtocol.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/agentHostCanvases.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/agentHostChatContributionsService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/agentHostExtensionProtocol.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/agentHostSchema.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/agentHostStarter.config.contribution.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/agentService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/localCanvasPoc.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/agentSubscription.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/.ahp-version
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/action-origin.generated.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/actions.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/channels-canvas/actions.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/channels-canvas/commands.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/channels-canvas/reducer.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/channels-canvas/state.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/channels-session/actions.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/channels-session/reducer.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/channels-session/state.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/commands.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/common/actions.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/common/commands.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/common/messages.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/common/notifications.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/common/reducer-helpers.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/common/state.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/reducers.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/state.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/protocol/version/registry.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/common/state/sessionState.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/electron-browser/localAgentHostService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/electron-main/electronAgentHostStarter.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/agentHostBootstrap.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/agentHostCanvasOperationLedger.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/agentHostCanvasPackagesService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/agentHostCanvasProjection.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/agentHostCanvasProtocolAdapter.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/agentHostCanvasesService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/agentHostChatContributionsService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/agentHostCustomizationEnablementService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/agentHostMain.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/agentHostServices.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/agentHostStateManager.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/agentService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/chatContributions/builtInChatContributions.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/chatContributions/localCanvasPoc/localCanvasPocContribution.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/chatContributions/localCanvases/localCanvasesContribution.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/copilot/copilotAgent.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/copilot/copilotAgentSession.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/copilot/copilotAgentStartupConfig.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/copilot/copilotCanvasLaunchAuthority.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/copilot/copilotCanvasPackages.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/copilot/copilotCanvasSdk.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/copilot/copilotCanvases.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/copilot/copilotSdkTypes.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/copilot/copilotSessionLauncher.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/copilot/copilotSessionWrapper.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/copilot/localCanvasPoc.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/copilot/mapSessionEvents.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/copilot/sessionCustomizationDiscovery.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/protocolServerHandler.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/node/shared/customizationEnablementGate.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/common/agentHostCanvases.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/common/agentSubscription.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/electron-browser/agentHostProtocolClient.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/electron-browser/localAgentHostService.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/agentHostCanvasOperationLedger.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/agentHostCanvasPackagesGraph.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/agentHostCanvasPackagesService.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/agentHostCanvasesService.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/agentHostCustomizationEnablementService.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/agentService.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/agentServiceTestUtils.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/copilotAgent.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/copilotAgentSession.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/copilotAgentStartupConfig.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/copilotCanvasLaunchAuthority.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/copilotCanvasSdk.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/copilotCanvases.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/copilotSessionLauncher.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/localCanvasPoc.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/localCanvasPocAdmission.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/localCanvasesContribution.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/protocolServerHandler.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/providerIntegration/copilotCanvasAdapter.integrationTest.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/providerIntegration/copilotCanvasPackage.integrationTest.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/providerIntegration/copilotCanvasSdk.integrationTest.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/providerIntegration/copilotCanvasStartupModes.integrationTest.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/providerIntegration/copilotCanvasTestUtils.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/providerIntegration/copilotCanvases.integrationTest.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/providerIntegration/fixtures/liveCanvas/extension.mjs
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/providerIntegration/fixtures/localCanvas/README.md
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/providerIntegration/fixtures/localCanvas/client.js
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/providerIntegration/fixtures/localCanvas/extension.mjs
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/providerIntegration/fixtures/localCanvas/index.html
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/providerIntegration/fixtures/localCanvas/style.css
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/agentHost/test/node/shared/customizationEnablementGate.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/common/browserAppPolicy.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/common/browserView.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/common/browserViewSemanticTheme.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/electron-main/browserSession.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/electron-main/browserSessionPermissions.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/electron-main/browserView.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/electron-main/browserViewMainService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/electron-main/browserViewWindowLifecycle.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/electron-main/browserViewWindowOpen.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/test/common/browserAppPolicy.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/test/common/browserView.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/test/common/browserViewSemanticTheme.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/test/electron-main/browserSessionPermissions.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/test/electron-main/browserViewWindowLifecycle.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/browserView/test/electron-main/browserViewWindowOpen.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/windows/electron-main/windowsMainService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/windows/node/agentsWindow.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/platform/windows/test/node/agentsWindow.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/SESSIONS.md
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/browser/parts/chatView.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/browser/parts/sessionView.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/common/contextkeys.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/canvases/README.md
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/canvases/browser/sessionCanvasActions.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/canvases/browser/sessionCanvasContext.contribution.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/canvases/browser/sessionCanvasContext.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/canvases/browser/sessionCanvasService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/canvases/browser/sessionCanvases.contribution.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/canvases/test/browser/sessionCanvasContext.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/canvases/test/electron-browser/sessionCanvases.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/chat/browser/chatView.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/chat/browser/chatViewStateService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/chat/browser/newChatInput.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/chat/browser/newChatWidget.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/chat/browser/newSessionComposerService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/chat/browser/newSessionNavigationGuard.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/chat/electron-browser/chat.contribution.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/chat/test/browser/chatView.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/chat/test/browser/newChatInput.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/chat/test/browser/newSessionComposerService.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/chat/test/browser/newSessionNavigationGuard.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/onboardingTours/test/browser/newSessionViewV3Prompt.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/browser/agentHostCanvasPackages.contribution.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/browser/agentHostSessionCanvases.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/browser/baseAgentHostSessionsProvider.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/browser/localAgentHost.contribution.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/browser/localAgentHostSessionsProvider.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/browser/localCanvasPocWorkspace.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/canvasAuthoringTemplate/README.md
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/canvasAuthoringTemplate/client.js
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/canvasAuthoringTemplate/extension.mjs
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/canvasAuthoringTemplate/index.html
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/canvasAuthoringTemplate/style.css
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/test/browser/agentHostCanvasPackages.contribution.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/test/browser/agentHostCanvasPackagesManager.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/test/browser/agentHostSessionCanvases.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/test/browser/localAgentHostSessionsProvider.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/contrib/providers/agentHost/test/electron-browser/localCanvasPocWorkspace.test.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/services/sessions/browser/sessionsService.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/services/sessions/common/session.ts
5de6afa81b4e86024054a50febbe122adb30cd38,ulugbekna,src/vs/sessions/services/sessions/common/sessionCanvases.ts
