file_name,unique_developers_per_file,dominant_developer_share,total_file_commits,single_contributor_flag,contributor_concentration,dominant_developer
.devcontainer/README.zh-CN.md,1,1.0,1,1,1.0,lulujs
.devcontainer/WHY-INSIDERS.md,1,1.0,1,1,1.0,lulujs
.devcontainer/devcontainer-lock.json,6,0.35714285714285715,14,0,0.35714285714285715,SimonSiefke
.devcontainer/devcontainer.json,7,0.3333333333333333,15,0,0.3333333333333333,SimonSiefke
.devcontainer/install-vscode.sh,2,0.5,2,0,0.5,dmitrivMS
.devcontainer/normalize-git-identity.sh,1,1.0,1,1,1.0,NguyenCuong1989
.devcontainer/post-create.sh,1,1.0,1,1,1.0,NguyenCuong1989
.devcontainer/test-normalize-git-identity.sh,1,1.0,1,1,1.0,NguyenCuong1989
.eslint-allowed-bracket-notation-files,33,0.3037974683544304,79,0,0.3037974683544304,dmitrivMS
.eslint-allowed-javascript-files,60,0.09420289855072464,138,0,0.09420289855072464,SimonSiefke
.eslint-ignore,50,0.13761467889908258,109,0,0.13761467889908258,dmitrivMS
.eslint-plugin-local/README.md,1,1.0,3,1,1.0,aguashui
.eslint-plugin-local/code-amd-node-module.ts,1,1.0,1,1,1.0,denizguney
.eslint-plugin-local/code-command-title-capitalization.ts,1,1.0,3,1,1.0,Genius740Code
.eslint-plugin-local/code-ensure-no-disposables-leak-in-test.ts,48,0.16494845360824742,97,0,0.16494845360824742,dmitrivMS
.eslint-plugin-local/code-import-patterns.ts,48,0.16494845360824742,97,0,0.16494845360824742,dmitrivMS
.eslint-plugin-local/code-layering.ts,48,0.16494845360824742,97,0,0.16494845360824742,dmitrivMS
.eslint-plugin-local/code-limited-top-functions.ts,48,0.16494845360824742,97,0,0.16494845360824742,dmitrivMS
.eslint-plugin-local/code-must-use-super-dispose.ts,48,0.16494845360824742,97,0,0.16494845360824742,dmitrivMS
.eslint-plugin-local/code-no-accessor-after-await.ts,3,0.6,5,0,0.6,SimonSiefke
.eslint-plugin-local/code-no-bracket-notation-for-identifiers.ts,44,0.2,95,0,0.2,dmitrivMS
.eslint-plugin-local/code-no-declare-const-enum.ts,2,0.75,4,0,0.75,SimonSiefke
.eslint-plugin-local/code-no-direct-gulp-import.ts,49,0.15841584158415842,101,0,0.15841584158415842,dmitrivMS
.eslint-plugin-local/code-no-http-import.ts,49,0.15841584158415842,101,0,0.15841584158415842,dmitrivMS
.eslint-plugin-local/code-no-icons-in-localized-strings.ts,2,0.75,4,0,0.75,SimonSiefke
.eslint-plugin-local/code-no-native-private.ts,2,0.75,4,0,0.75,SimonSiefke
.eslint-plugin-local/code-no-new-javascript-files.ts,4,0.5714285714285714,7,0,0.5714285714285714,SimonSiefke
.eslint-plugin-local/code-no-nls-in-standalone-editor.ts,48,0.16494845360824742,97,0,0.16494845360824742,dmitrivMS
.eslint-plugin-local/code-no-observable-get-in-reactive-context.ts,48,0.16494845360824742,97,0,0.16494845360824742,dmitrivMS
.eslint-plugin-local/code-no-runtime-import.ts,48,0.16494845360824742,97,0,0.16494845360824742,dmitrivMS
.eslint-plugin-local/code-no-standalone-editor.ts,48,0.16494845360824742,97,0,0.16494845360824742,dmitrivMS
.eslint-plugin-local/code-no-static-node-module-import.ts,49,0.15841584158415842,101,0,0.15841584158415842,dmitrivMS
.eslint-plugin-local/code-no-telemetry-common-property.ts,64,0.1564625850340136,147,0,0.1564625850340136,dmitrivMS
.eslint-plugin-local/code-no-unexternalized-strings.ts,50,0.1568627450980392,102,0,0.1568627450980392,dmitrivMS
.eslint-plugin-local/code-no-untyped-meta-access.ts,24,0.19230769230769232,52,0,0.19230769230769232,dmitrivMS
.eslint-plugin-local/code-translation-remind.ts,49,0.15841584158415842,101,0,0.15841584158415842,dmitrivMS
.eslint-plugin-local/index.ts,4,0.5,6,0,0.5,SimonSiefke
.eslint-plugin-local/package.json,29,0.1111111111111111,45,0,0.1111111111111111,SimonSiefke
.eslint-plugin-local/tests/code-command-title-capitalization-test.ts,1,1.0,3,1,1.0,Genius740Code
.eslint-plugin-local/tsconfig.json,1,1.0,1,1,1.0,NguyenCuong1989
.eslint-plugin-local/vscode-dts-event-naming.ts,48,0.16494845360824742,97,0,0.16494845360824742,dmitrivMS
.eslint-plugin-local/vscode-dts-vscode-in-comments.ts,48,0.16494845360824742,97,0,0.16494845360824742,dmitrivMS
.gitattributes,2,0.6666666666666666,3,0,0.6666666666666666,NguyenCuong1989
.github/CODENOTIFY,70,0.18285714285714286,175,0,0.18285714285714286,dmitrivMS
.github/CODEOWNERS,93,0.11481481481481481,270,0,0.11481481481481481,dmitrivMS
.github/ISSUE_TEMPLATE/copilot_bug_report.md,3,0.5,6,0,0.5,SimonSiefke
.github/actions/detect-agent-host-e2e-changes/action.yml,43,0.13095238095238096,84,0,0.13095238095238096,dmitrivMS
.github/actions/detect-agent-host-e2e-changes/detect.test.ts,1,1.0,1,1,1.0,bhavyaus
.github/actions/detect-agent-host-e2e-changes/detect.ts,44,0.14772727272727273,88,0,0.14772727272727273,dmitrivMS
.github/actions/restore-node-modules/action.yml,47,0.11578947368421053,95,0,0.11578947368421053,SimonSiefke
.github/actions/save-node-modules/action.yml,47,0.11578947368421053,95,0,0.11578947368421053,SimonSiefke
.github/agents/data.md,49,0.11818181818181818,110,0,0.11818181818181818,SimonSiefke
.github/agents/demonstrate.md,1,1.0,1,1,1.0,NguyenCuong1989
.github/agents/engineering.md,2,0.6,5,0,0.6,SimonSiefke
.github/agents/sessions.md,47,0.18,100,0,0.18,dmitrivMS
.github/attestation-142091445.txt,1,1.0,1,1,1.0,benibenj
.github/cancellation-ab.sh,1,1.0,1,1,1.0,sandy081
.github/classifier.json,4,0.5,8,0,0.5,SimonSiefke
.github/codeql/codeql-config.yml,44,0.25263157894736843,95,0,0.25263157894736843,dmitrivMS
.github/commands.json,5,0.45454545454545453,11,0,0.45454545454545453,SimonSiefke
.github/copilot-instructions.md,80,0.10454545454545454,220,0,0.10454545454545454,dmitrivMS
.github/dependabot.yml,84,0.0975609756097561,246,0,0.0975609756097561,dmitrivMS
.github/hooks/hooks.json,1,1.0,2,1,1.0,NguyenCuong1989
.github/instructions/accessibility.instructions.md,2,0.75,4,0,0.75,SimonSiefke
.github/instructions/agentHostTesting.instructions.md,74,0.17289719626168223,214,0,0.17289719626168223,dmitrivMS
.github/instructions/ai-customization.instructions.md,3,0.6,5,0,0.6,SimonSiefke
.github/instructions/api-version.instructions.md,5,0.3333333333333333,9,0,0.3333333333333333,NguyenCuong1989
.github/instructions/best-practices.instructions.md,79,0.10426540284360189,211,0,0.10426540284360189,dmitrivMS
.github/instructions/buildNext.instructions.md,53,0.13178294573643412,129,0,0.13178294573643412,dmitrivMS
.github/instructions/chat.instructions.md,47,0.1836734693877551,98,0,0.1836734693877551,dmitrivMS
.github/instructions/coding-guidelines.instructions.md,5,0.5555555555555556,9,0,0.5555555555555556,SimonSiefke
.github/instructions/committing.instructions.md,43,0.08433734939759036,83,0,0.08433734939759036,SimonSiefke
.github/instructions/css-best-practices.instructions.md,74,0.13636363636363635,176,0,0.13636363636363635,dmitrivMS
.github/instructions/design-philosophy.instructions.md,37,0.11904761904761904,84,0,0.11904761904761904,dmitrivMS
.github/instructions/design-tokens.instructions.md,74,0.12844036697247707,218,0,0.12844036697247707,dmitrivMS
.github/instructions/interactive.instructions.md,2,0.75,4,0,0.75,SimonSiefke
.github/instructions/kusto.instructions.md,2,0.6,5,0,0.6,SimonSiefke
.github/instructions/language-model-tool-descriptions.instructions.md,40,0.171875,64,0,0.171875,dmitrivMS
.github/instructions/learnings.instructions.md,21,0.20930232558139536,43,0,0.20930232558139536,dmitrivMS
.github/instructions/notebook.instructions.md,2,0.75,4,0,0.75,SimonSiefke
.github/instructions/observables.instructions.md,1,1.0,1,1,1.0,aguashui
.github/instructions/oss-third-party-notices.instructions.md,7,0.3333333333333333,12,0,0.3333333333333333,SimonSiefke
.github/instructions/oss.instructions.md,2,0.75,4,0,0.75,SimonSiefke
.github/instructions/resources/interactive/interactive.editor.drawio.svg,2,0.75,4,0,0.75,SimonSiefke
.github/instructions/resources/interactive/interactive.eh.drawio.svg,2,0.75,4,0,0.75,SimonSiefke
.github/instructions/resources/interactive/interactive.model.resolution.drawio.svg,2,0.75,4,0,0.75,SimonSiefke
.github/instructions/resources/notebook/cell-resize-above-viewport.drawio.svg,2,0.75,4,0,0.75,SimonSiefke
.github/instructions/resources/notebook/hybrid-find.drawio.svg,2,0.75,4,0,0.75,SimonSiefke
.github/instructions/resources/notebook/viewport-rendering.drawio.svg,2,0.75,4,0,0.75,SimonSiefke
.github/instructions/sessions.instructions.md,64,0.17197452229299362,157,0,0.17197452229299362,dmitrivMS
.github/instructions/source-code-organization.instructions.md,39,0.15384615384615385,65,0,0.15384615384615385,dmitrivMS
.github/instructions/tree-widgets.instructions.md,19,0.23076923076923078,39,0,0.23076923076923078,dmitrivMS
.github/instructions/writing-tests.instructions.md,2,0.75,4,0,0.75,SimonSiefke
.github/learnings/README.md,62,0.18493150684931506,146,0,0.18493150684931506,dmitrivMS
.github/learnings/sessions.md,72,0.1912568306010929,183,0,0.1912568306010929,dmitrivMS
.github/pr-assets/328582/after.png,1,1.0,2,1,1.0,cipheraxat
.github/pr-assets/328582/before.png,1,1.0,2,1,1.0,cipheraxat
.github/pr-assets/328582/compare.png,1,1.0,2,1,1.0,cipheraxat
.github/prompts/find-duplicates.prompt.md,2,0.75,4,0,0.75,SimonSiefke
.github/prompts/find-issue.prompt.md,2,0.75,4,0,0.75,SimonSiefke
.github/prompts/fix-error.prompt.md,32,0.18518518518518517,54,0,0.18518518518518517,dmitrivMS
.github/prompts/issue-grouping.prompt.md,2,0.75,4,0,0.75,SimonSiefke
.github/prompts/micro-perf.prompt.md,1,1.0,1,1,1.0,NguyenCuong1989
.github/prompts/migrate.prompt.md,2,0.6666666666666666,3,0,0.6666666666666666,SimonSiefke
.github/prompts/plan.prompt.md,2,0.75,4,0,0.75,SimonSiefke
.github/similarity.yml,1,1.0,1,1,1.0,denizguney
.github/skills/accessibility/SKILL.md,21,0.20454545454545456,44,0,0.20454545454545456,dmitrivMS
.github/skills/add-policy/SKILL.md,57,0.1323529411764706,136,0,0.1323529411764706,dmitrivMS
.github/skills/add-policy/extension-policy.md,1,1.0,1,1,1.0,joshspicer
.github/skills/add-policy/github-managed-settings.md,46,0.11382113821138211,123,0,0.11382113821138211,sandy081
.github/skills/add-policy/legacy-permission-policy.md,1,1.0,1,1,1.0,joshspicer
.github/skills/add-policy/local-testing.md,25,0.16666666666666666,42,0,0.16666666666666666,SimonSiefke
.github/skills/add-policy/mixed-policy.md,1,1.0,1,1,1.0,joshspicer
.github/skills/add-policy/sdk-runtime-policy.md,1,1.0,1,1,1.0,joshspicer
.github/skills/add-policy/vscode-policy.md,1,1.0,1,1,1.0,joshspicer
.github/skills/agent-host-chat-contributions/SKILL.md,61,0.16778523489932887,149,0,0.16778523489932887,dmitrivMS
.github/skills/agent-host-e2e-tests/SKILL.md,92,0.10793650793650794,315,0,0.10793650793650794,dmitrivMS
.github/skills/agent-host-logs/SKILL.md,69,0.11931818181818182,176,0,0.11931818181818182,dmitrivMS
.github/skills/agent-host-logs/scripts/extract.py,26,0.14285714285714285,42,0,0.14285714285714285,sandy081
.github/skills/agent-sessions-layout/SKILL.md,2,0.6666666666666666,3,0,0.6666666666666666,NguyenCuong1989
.github/skills/author-contributions/SKILL.md,2,0.75,4,0,0.75,SimonSiefke
.github/skills/auto-perf-optimize/SKILL.md,3,0.6,5,0,0.6,SimonSiefke
.github/skills/auto-perf-optimize/scratchpad/.gitignore,3,0.6,5,0,0.6,SimonSiefke
.github/skills/auto-perf-optimize/scratchpad/README.md,41,0.1839080459770115,87,0,0.1839080459770115,dmitrivMS
.github/skills/auto-perf-optimize/scripts/chat-memory-smoke.mts,3,0.6,5,0,0.6,SimonSiefke
.github/skills/auto-perf-optimize/scripts/chat-session-switch-smoke.mts,3,0.6,5,0,0.6,SimonSiefke
.github/skills/auto-perf-optimize/scripts/userDataProfile.mts,3,0.6,5,0,0.6,SimonSiefke
.github/skills/auto-perf-optimize/scripts/workbench-css-performance.mts,29,0.2037037037037037,54,0,0.2037037037037037,dmitrivMS
.github/skills/azure-pipelines/SKILL.md,7,0.35714285714285715,14,0,0.35714285714285715,SimonSiefke
.github/skills/azure-pipelines/azure-pipeline.ts,2,0.6,5,0,0.6,SimonSiefke
.github/skills/chat-customizations-editor/SKILL.md,55,0.14754098360655737,122,0,0.14754098360655737,dmitrivMS
.github/skills/chat-perf/SKILL.md,42,0.11956521739130435,92,0,0.11956521739130435,dmitrivMS
.github/skills/chat-pet-sprite-creation/SKILL.md,63,0.16417910447761194,134,0,0.16417910447761194,dmitrivMS
.github/skills/code-oss-logs/SKILL.md,25,0.15,40,0,0.15,sandy081
.github/skills/code-review/1234SKILL.md,1,1.0,1,1,1.0,saroasid-web
.github/skills/code-review/SKILL.md,1,1.0,4,1,1.0,sbatten
.github/skills/code-review/SKILL.md١,1,1.0,1,1,1.0,saroasid-web
.github/skills/code-review/github-actions-failure-debugging,1,1.0,1,1,1.0,Canmarha
.github/skills/code-review/references/sbatten.md,1,1.0,1,1,1.0,sbatten
.github/skills/code-review/references/tylerleonhardt.md,1,1.0,1,1,1.0,sbatten
.github/skills/component-fixtures/SKILL.md,32,0.18333333333333332,60,0,0.18333333333333332,dmitrivMS
.github/skills/cpu-profile-analysis/SKILL.md,3,0.6,5,0,0.6,SimonSiefke
.github/skills/customizations-in-the-agent-host/SKILL.md,53,0.216,125,0,0.216,dmitrivMS
.github/skills/design-philosophy/SKILL.md,62,0.1242603550295858,169,0,0.1242603550295858,dmitrivMS
.github/skills/feedback-learning/SKILL.md,62,0.1836734693877551,147,0,0.1836734693877551,dmitrivMS
.github/skills/fix-ci-failures/SKILL.md,6,0.38461538461538464,13,0,0.38461538461538464,SimonSiefke
.github/skills/fix-errors/SKILL.md,32,0.18518518518518517,54,0,0.18518518518518517,dmitrivMS
.github/skills/flaky-smoke-tests/SKILL.md,61,0.11515151515151516,165,0,0.11515151515151516,dmitrivMS
.github/skills/heap-snapshot-analysis/SKILL.md,3,0.6,5,0,0.6,SimonSiefke
.github/skills/heap-snapshot-analysis/helpers/compareSnapshots.ts,3,0.6,5,0,0.6,SimonSiefke
.github/skills/heap-snapshot-analysis/helpers/findRetainers.ts,3,0.6,5,0,0.6,SimonSiefke
.github/skills/heap-snapshot-analysis/helpers/parseSnapshot.ts,3,0.6,5,0,0.6,SimonSiefke
.github/skills/heap-snapshot-analysis/helpers/streamSnapshot.mjs,2,0.75,4,0,0.75,SimonSiefke
.github/skills/heap-snapshot-analysis/scratchpad/.gitignore,3,0.6,5,0,0.6,SimonSiefke
.github/skills/heap-snapshot-analysis/scratchpad/README.md,3,0.6,5,0,0.6,SimonSiefke
.github/skills/hygiene/SKILL.md,48,0.12643678160919541,87,0,0.12643678160919541,dmitrivMS
.github/skills/integrated-browser/SKILL.md,40,0.1527777777777778,72,0,0.1527777777777778,SimonSiefke
.github/skills/integration-tests/SKILL.md,55,0.17391304347826086,138,0,0.17391304347826086,dmitrivMS
.github/skills/memory-leak-audit/SKILL.md,4,0.5555555555555556,9,0,0.5555555555555556,SimonSiefke
.github/skills/otel/SKILL.md,24,0.2127659574468085,47,0,0.2127659574468085,dmitrivMS
.github/skills/policy-and-managed-settings/SKILL.md,63,0.17415730337078653,178,0,0.17415730337078653,dmitrivMS
.github/skills/policy-and-managed-settings/extension-policy.md,56,0.1984126984126984,126,0,0.1984126984126984,dmitrivMS
.github/skills/policy-and-managed-settings/github-managed-settings.md,93,0.19287833827893175,337,0,0.19287833827893175,dmitrivMS
.github/skills/policy-and-managed-settings/legacy-permission-policy.md,63,0.1751412429378531,177,0,0.1751412429378531,dmitrivMS
.github/skills/policy-and-managed-settings/local-testing.md,88,0.15282392026578073,301,0,0.15282392026578073,dmitrivMS
.github/skills/policy-and-managed-settings/mixed-policy.md,56,0.1984126984126984,126,0,0.1984126984126984,dmitrivMS
.github/skills/policy-and-managed-settings/sdk-runtime-policy.md,63,0.17318435754189945,179,0,0.17318435754189945,dmitrivMS
.github/skills/policy-and-managed-settings/vscode-policy.md,56,0.1984126984126984,126,0,0.1984126984126984,dmitrivMS
.github/skills/sessions/SKILL.md,120,0.13453815261044177,996,0,0.13453815261044177,sandy081
.github/skills/smoke-tests/SKILL.md,40,0.15789473684210525,76,0,0.15789473684210525,dmitrivMS
.github/skills/sweeper-fix/SKILL.md,66,0.15476190476190477,168,0,0.15476190476190477,dmitrivMS
.github/skills/symbolicate-crash-dump/SKILL.md,25,0.14285714285714285,42,0,0.14285714285714285,sandy081
.github/skills/tool-rename-deprecation/SKILL.md,34,0.18181818181818182,55,0,0.18181818181818182,dmitrivMS
.github/skills/ui-scenario-validation/SKILL.md,25,0.14754098360655737,61,0,0.14754098360655737,dmitrivMS
.github/skills/unit-tests/SKILL.md,3,0.6,5,0,0.6,SimonSiefke
.github/skills/update-screenshots/SKILL.md,49,0.18548387096774194,124,0,0.18548387096774194,dmitrivMS
.github/skills/ux-css-layout/SKILL.md,68,0.12568306010928962,183,0,0.12568306010928962,dmitrivMS
.github/skills/ux-theming/SKILL.md,54,0.16279069767441862,129,0,0.16279069767441862,dmitrivMS
.github/skills/validate-ui-scenario/SKILL.md,58,0.17073170731707318,164,0,0.17073170731707318,dmitrivMS
.github/skills/vscode-dev-workbench/SKILL.md,2,0.75,4,0,0.75,SimonSiefke
.github/workflows/Ujdic,1,1.0,1,1,1.0,ibr101010-bot
.github/workflows/android.yml,1,1.0,1,1,1.0,ibr101010-bot
.github/workflows/api-proposal-version-check.yml,4,0.42857142857142855,7,0,0.42857142857142855,SimonSiefke
.github/workflows/build.yml,1,1.0,1,1,1.0,kimphanh
.github/workflows/chat-lib-package.yml,83,0.1507537688442211,199,0,0.1507537688442211,dmitrivMS
.github/workflows/chat-perf.yml,72,0.12994350282485875,177,0,0.12994350282485875,dmitrivMS
.github/workflows/check-clean-git-state.sh,4,0.5,6,0,0.5,SimonSiefke
.github/workflows/codeql.yml,29,0.2777777777777778,54,0,0.2777777777777778,dmitrivMS
.github/workflows/codespaces-git-identity.yml,1,1.0,1,1,1.0,NguyenCuong1989
.github/workflows/component-fixture-tests.yml,1,1.0,1,1,1.0,lulujs
.github/workflows/component-fixtures.yml,100,0.11607142857142858,336,0,0.11607142857142858,dmitrivMS
.github/workflows/copilot-setup-steps.yml,85,0.1493212669683258,221,0,0.1493212669683258,dmitrivMS
.github/workflows/css-order-scan.yml,70,0.12738853503184713,157,0,0.12738853503184713,dmitrivMS
.github/workflows/datadog-synthetics.yml,1,1.0,1,1,1.0,NguyenCuong1989
.github/workflows/deno.yml,1,1.0,1,1,1.0,NguyenCuong1989
.github/workflows/generator-generic-ossf-slsa3-publish.yml,1,1.0,1,1,1.0,uq3095-rgb
.github/workflows/monaco-editor.yml,87,0.1308016877637131,237,0,0.1308016877637131,dmitrivMS
.github/workflows/msbuild.yml,1,1.0,1,1,1.0,guuruu8
.github/workflows/no-engineering-system-changes.yml,65,0.12631578947368421,190,0,0.12631578947368421,dmitrivMS
.github/workflows/no-package-lock-changes.yml,2,0.75,4,0,0.75,SimonSiefke
.github/workflows/no-yarn-lock-changes.yml,2,0.5,2,0,0.5,NguyenCuong1989
.github/workflows/node_modules_cache/README.md,6,0.4444444444444444,9,0,0.4444444444444444,SimonSiefke
.github/workflows/node_modules_cache/benchmark.ps1,1,1.0,1,1,1.0,dmitrivMS
.github/workflows/node_modules_cache/cache.ps1,6,0.4444444444444444,9,0,0.4444444444444444,SimonSiefke
.github/workflows/node_modules_cache/cache.sh,6,0.4444444444444444,9,0,0.4444444444444444,SimonSiefke
.github/workflows/pr-darwin-test.yml,108,0.15570175438596492,456,0,0.15570175438596492,dmitrivMS
.github/workflows/pr-linux-cli-test.yml,71,0.13157894736842105,152,0,0.13157894736842105,dmitrivMS
.github/workflows/pr-linux-test.yml,93,0.16723549488054607,293,0,0.16723549488054607,dmitrivMS
.github/workflows/pr-node-modules.yml,80,0.13636363636363635,220,0,0.13636363636363635,dmitrivMS
.github/workflows/pr-win32-test.yml,95,0.16909620991253643,343,0,0.16909620991253643,dmitrivMS
.github/workflows/pr.yml,106,0.14987714987714987,407,0,0.14987714987714987,dmitrivMS
.github/workflows/release.yml,1,1.0,18,1,1.0,lulujs
.github/workflows/require-commit-trailer.yml,44,0.13333333333333333,75,0,0.13333333333333333,dmitrivMS
.github/workflows/screenshot-test.yml,3,0.5,4,0,0.5,NguyenCuong1989
.github/workflows/sessions-e2e.yml,71,0.13548387096774195,155,0,0.13548387096774195,dmitrivMS
.github/workflows/telemetry.yml,83,0.15306122448979592,196,0,0.15306122448979592,dmitrivMS
.gitignore,86,0.1566265060240964,249,0,0.1566265060240964,dmitrivMS
.gitmodules,1,1.0,2,1,1.0,lulujs
.impeccable/design.json,1,1.0,2,1,1.0,nugehs
.kiro/skills/launch/SKILL.md,1,1.0,1,1,1.0,lulujs
.kiro/spec/add-tscode-welcome-page/README.md,1,1.0,2,1,1.0,lulujs
.kiro/spec/add-tscode-welcome-page/RESET_ANIMATION.md,1,1.0,2,1,1.0,lulujs
.kiro/spec/add-tscode-welcome-page/SUMMARY.md,1,1.0,2,1,1.0,lulujs
.kiro/spec/add-tscode-welcome-page/TSCODE_WELCOME_DEBUG.md,1,1.0,2,1,1.0,lulujs
.kiro/spec/add-tscode-welcome-page/TSCODE_WELCOME_PAGE.md,1,1.0,2,1,1.0,lulujs
.kiro/spec/add-tscode-welcome-page/TSCODE_WELCOME_QUICK_START.md,1,1.0,2,1,1.0,lulujs
.kiro/spec/add-tscode-welcome-page/TSCODE_WELCOME_TEST.md,1,1.0,2,1,1.0,lulujs
.kiro/spec/add-tscode-welcome-page/TSCODE_WELCOME_VERIFICATION.md,1,1.0,2,1,1.0,lulujs
.kiro/spec/add-tscode-welcome-page/test-tscode-welcome.sh,1,1.0,2,1,1.0,lulujs
.kiro/spec/add-tscode-welcome-page/tscode-welcome-page.md,1,1.0,2,1,1.0,lulujs
.kiro/specs/tscode-oauth-login/.config.kiro,2,0.75,4,0,0.75,lulujs
.kiro/specs/tscode-oauth-login/README.md,2,0.75,4,0,0.75,lulujs
.kiro/specs/tscode-oauth-login/design.md,2,0.75,4,0,0.75,lulujs
.kiro/specs/tscode-oauth-login/requirements.md,2,0.75,4,0,0.75,lulujs
