issue_number,pr_number,title,state,created_at,closed_at,author_x,commit_sha,commit_message,author_y,commit_date,file_name,status,additions,deletions,changes
335614,335611,Chat pet clearance appears inside the final response,closed,2026-09-11 02:47:34+00:00,2026-09-11 07:31:08+00:00,TylerLeonhardt,fab6a00479db2ba1e2a59a96c0e280d4e4a0fa21,"chat: scale pet transcript padding

Derive the transcript clearance from the pet scale so Grow and Shrink keep the final response unobstructed without excess space.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",TylerLeonhardt,2026-09-11 02:18:37+00:00,src/vs/workbench/contrib/chat/test/browser/widget/chatPetWidget.test.ts,modified,6.0,4.0,10.0
335608,335615,"entering ""Trusted"" mode for a folder disables the ""File->Save"" option until a new file is opened",open,2026-09-11 01:10:01+00:00,,Tigerlyly,dac5d24dc20066af8a0bc7fb694f86c079bfcc09,"fix: re-assert active editor context on workspace trust change

Fixes #335608
Re-observes the active editor when workspace trust changes so File > Save
precondition on activeEditor context re-evaluates without requiring an editor switch.",arpankanwer,2026-09-11 02:49:42+00:00,src/vs/workbench/browser/parts/editor/editorGroupView.ts,modified,5.0,0.0,5.0
335595,335591,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,,,,,,,,,
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/platform/agentHost/node/agentHostAutomationService.ts,modified,4.0,6.0,10.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/platform/agentHost/node/agentService.ts,modified,14.0,9.0,23.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/platform/agentHost/node/codex/codexAgent.ts,modified,7.0,44.0,51.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/platform/agentHost/test/node/agentHostAutomationService.test.ts,modified,3.0,23.0,26.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/platform/agentHost/test/node/agentService.test.ts,modified,60.0,71.0,131.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/platform/agentHost/test/node/codex/codexPrewarmEviction.test.ts,modified,61.0,288.0,349.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/SESSIONS.md,modified,0.0,2.0,2.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/automations/browser/automationDialog.ts,modified,9.0,71.0,80.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/automations/browser/automationTools.ts,modified,5.0,24.0,29.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/automations/test/browser/automationDialog.test.ts,modified,14.0,257.0,271.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/automations/test/browser/automationTools.test.ts,modified,22.0,214.0,236.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/chat/browser/branchPicker.ts,modified,4.0,34.0,38.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/providers/agentHost/browser/agentHostSessionConfigPicker.ts,modified,3.0,23.0,26.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/providers/agentHost/browser/baseAgentHostSessionsProvider.ts,modified,2.0,43.0,45.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/providers/agentHost/test/browser/agentHost/agentHostSessionConfigPicker.test.ts,modified,9.0,66.0,75.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/providers/agentHost/test/browser/localAgentHostSessionsProvider.test.ts,modified,0.0,41.0,41.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/providers/copilotChatSessions/browser/copilotChatSessionsActions.ts,modified,8.0,15.0,23.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/providers/copilotChatSessions/browser/copilotChatSessionsProvider.ts,modified,41.0,49.0,90.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/providers/copilotChatSessions/test/browser/copilotChatSessionsProvider.test.ts,modified,11.0,386.0,397.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/providers/copilotChatSessions/test/browser/sandboxPicker.test.ts,modified,0.0,15.0,15.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/contrib/providers/remoteAgentHost/test/browser/remoteAgentHostSessionsProvider.test.ts,modified,1.0,56.0,57.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,e4bf46675c893125c0c413ac2be65defccf00afd,"automations: fix: revert broad provider configuration changes

Revert 1328607eb90d69b7a66fb2e8d4fdca49dcc0f9d3 (#335018) so the worktree availability fix and unrelated provider configuration changes can be reviewed separately. Preserve subsequent main changes and the independent ActionList PR.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-10 23:12:08+00:00,src/vs/sessions/services/sessions/common/sessionsProvider.ts,modified,0.0,12.0,12.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,afac4abfbeb5bf5362a0d7233e0cdb5e5224cea3,"agentHost: fix: mark generated worktree sessions pending early

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08 09:39:25+00:00,src/vs/platform/agentHost/node/agentService.ts,modified,9.0,14.0,23.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,afac4abfbeb5bf5362a0d7233e0cdb5e5224cea3,"agentHost: fix: mark generated worktree sessions pending early

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08 09:39:25+00:00,src/vs/platform/agentHost/test/node/agentService.test.ts,modified,71.0,60.0,131.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,fd1a5ccfea305975d3ee90e7e59a59026160bd97,"automations: fix: advertise worktrees for all Agent Host agents

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08 09:39:37+00:00,src/vs/sessions/contrib/providers/agentHost/browser/baseAgentHostSessionsProvider.ts,modified,2.0,1.0,3.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,fd1a5ccfea305975d3ee90e7e59a59026160bd97,"automations: fix: advertise worktrees for all Agent Host agents

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08 09:39:37+00:00,src/vs/sessions/contrib/providers/agentHost/test/browser/localAgentHostSessionsProvider.test.ts,modified,15.0,0.0,15.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,a498f2a7a8886490a234f2f9546ead9c59f45ccb,"automations: fix: resolve worktree branches on the selected host

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08 09:39:42+00:00,src/vs/sessions/SESSIONS.md,modified,2.0,0.0,2.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,a498f2a7a8886490a234f2f9546ead9c59f45ccb,"automations: fix: resolve worktree branches on the selected host

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08 09:39:42+00:00,src/vs/sessions/contrib/automations/browser/automationDialog.ts,modified,52.0,3.0,55.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,a498f2a7a8886490a234f2f9546ead9c59f45ccb,"automations: fix: resolve worktree branches on the selected host

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08 09:39:42+00:00,src/vs/sessions/contrib/automations/test/browser/automationDialog.test.ts,modified,175.0,13.0,188.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,a498f2a7a8886490a234f2f9546ead9c59f45ccb,"automations: fix: resolve worktree branches on the selected host

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08 09:39:42+00:00,src/vs/sessions/contrib/chat/browser/branchPicker.ts,modified,34.0,4.0,38.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,a498f2a7a8886490a234f2f9546ead9c59f45ccb,"automations: fix: resolve worktree branches on the selected host

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08 09:39:42+00:00,src/vs/sessions/contrib/providers/agentHost/browser/baseAgentHostSessionsProvider.ts,modified,41.0,1.0,42.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,a498f2a7a8886490a234f2f9546ead9c59f45ccb,"automations: fix: resolve worktree branches on the selected host

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08 09:39:42+00:00,src/vs/sessions/contrib/providers/agentHost/test/browser/localAgentHostSessionsProvider.test.ts,modified,26.0,0.0,26.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,a498f2a7a8886490a234f2f9546ead9c59f45ccb,"automations: fix: resolve worktree branches on the selected host

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08 09:39:42+00:00,src/vs/sessions/contrib/providers/remoteAgentHost/test/browser/remoteAgentHostSessionsProvider.test.ts,modified,56.0,1.0,57.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,a498f2a7a8886490a234f2f9546ead9c59f45ccb,"automations: fix: resolve worktree branches on the selected host

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08 09:39:42+00:00,src/vs/sessions/services/sessions/common/sessionsProvider.ts,modified,12.0,0.0,12.0
335595,335593,automations: fix: restore provider configuration and custom agents,open,2026-09-10 23:28:11+00:00,,ulugbekna,3ef1c18e5ebc32197a7f7cddc48a1708dccde712,"automations: fix: allow leaving unavailable worktree isolation

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Copilot-Session: e4e70d7c-fbe2-487b-a6c5-177af2abae2f",ulugbekna,2026-09-08 09:39:47+00:00,src/vs/sessions/contrib/automations/browser/automationDialog.ts,modified,1.0,1.0,2.0
