commit_sha,pr_number,file_name,status,additions,deletions,changes
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/AGENTS.md,modified,20,0,20
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/browser/agentHostProtocolClient.ts,modified,23,1,24
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/browser/nullAgentHostService.ts,modified,4,0,4
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/common/agent.ts,modified,2,0,2
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/common/agentHostExtensionProtocol.ts,modified,35,2,37
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/common/agentService.ts,modified,14,0,14
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/common/meta/agentCanvasMeta.ts,added,98,0,98
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/electron-browser/localAgentHostService.ts,modified,21,1,22
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/node/agentHostCanvasController.ts,added,257,0,257
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/node/agentHostManagementService.ts,modified,22,0,22
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/node/agentHostServices.ts,modified,2,0,2
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/node/agentService.ts,modified,44,0,44
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/node/copilot/copilotAgent.ts,modified,22,1,23
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/node/copilot/copilotAgentSession.ts,modified,5,0,5
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/node/copilot/copilotExtensionLaunch.ts,added,58,0,58
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/node/copilot/copilotSessionLauncher.ts,modified,4,1,5
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/node/protocolServerHandler.ts,modified,66,2,68
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/test/common/agentCanvasMeta.test.ts,added,58,0,58
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/test/electron-browser/agentHostProtocolClient.test.ts,modified,56,0,56
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/test/electron-browser/localAgentHostService.test.ts,modified,57,2,59
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/test/node/agentHostCanvasController.test.ts,added,294,0,294
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/test/node/agentHostManagementService.test.ts,added,77,0,77
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/test/node/agentService.test.ts,modified,37,0,37
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/test/node/copilotAgent.test.ts,modified,71,0,71
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/test/node/copilotAgentSession.test.ts,modified,6,0,6
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/test/node/copilotExtensionLaunch.test.ts,added,51,0,51
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/test/node/copilotSessionLauncher.test.ts,modified,19,4,23
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/platform/agentHost/test/node/protocolServerHandler.test.ts,modified,114,1,115
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/sessions/browser/menus.ts,modified,1,0,1
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/sessions/contrib/editor/browser/addTabActions.ts,modified,45,2,47
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/sessions/contrib/editor/browser/editor.contribution.ts,modified,16,1,17
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/sessions/contrib/editor/test/browser/editor.contribution.test.ts,modified,44,5,49
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/sessions/sessions.desktop.main.ts,modified,1,0,1
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/contrib/browserView/common/browserEditorInput.ts,modified,6,1,7
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/contrib/browserView/common/browserView.ts,modified,4,0,4
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/contrib/browserView/electron-browser/browserViewWorkbenchService.ts,modified,3,2,5
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/contrib/browserView/test/electron-browser/browserEditorInput.test.ts,modified,11,0,11
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/contrib/chat/browser/actions/chatAccessibilityHelp.ts,modified,4,0,4
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostCanvas.ts,added,147,0,147
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostCanvasPicker.ts,added,77,0,77
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/contrib/chat/common/actions/chatActions.ts,modified,6,0,6
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/contrib/chat/electron-browser/agentHostCanvas.contribution.ts,added,258,0,258
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/contrib/chat/test/browser/accessibility/chatAccessibilityHelp.test.ts,modified,14,0,14
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/contrib/chat/test/browser/agentSessions/agentHostCanvas.test.ts,added,164,0,164
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/contrib/chat/test/browser/agentSessions/agentHostCanvasPicker.test.ts,added,89,0,89
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/contrib/terminal/test/browser/agentHostPty.test.ts,modified,3,0,3
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/services/agentHost/browser/editorRemoteAgentHostServiceClient.ts,modified,13,0,13
4f7e975e2be576c0b963e7c4122d105b830972fc,335640,src/vs/workbench/workbench.desktop.main.ts,modified,1,0,1
67b81d11ca92c4c39425f64bc0273c0945fa7875,335637,.vscode/notebooks/endgame.github-issues,modified,1,1,2
67b81d11ca92c4c39425f64bc0273c0945fa7875,335637,.vscode/notebooks/my-endgame.github-issues,modified,1,1,2
708db6d291f0057b4cc934f83058214ed22d82b6,335636,extensions/copilot/package-lock.json,modified,3,3,6
708db6d291f0057b4cc934f83058214ed22d82b6,335636,extensions/copilot/package.json,modified,2,2,4
708db6d291f0057b4cc934f83058214ed22d82b6,335636,package-lock.json,modified,2,2,4
708db6d291f0057b4cc934f83058214ed22d82b6,335636,package.json,modified,1,1,2
4cd3fbb5fab2a1c6c800e0052876c8fb64cf48dd,335634,src/vs/platform/windows/electron-main/windowsFinder.ts,modified,84,1,85
4cd3fbb5fab2a1c6c800e0052876c8fb64cf48dd,335634,src/vs/platform/windows/test/electron-main/windowsFinder.test.ts,modified,90,0,90
95b235c4c9f211ca402b2849b295c6034326a1c0,335633,src/vs/sessions/common/sessionConfig.ts,modified,4,0,4
95b235c4c9f211ca402b2849b295c6034326a1c0,335633,src/vs/sessions/contrib/providers/agentHost/browser/baseAgentHostSessionsProvider.ts,modified,18,6,24
95b235c4c9f211ca402b2849b295c6034326a1c0,335633,src/vs/sessions/contrib/providers/agentHost/test/browser/localAgentHostSessionsProvider.test.ts,modified,155,10,165
95b235c4c9f211ca402b2849b295c6034326a1c0,335633,src/vs/sessions/contrib/providers/remoteAgentHost/test/browser/remoteAgentHostSessionsProvider.test.ts,modified,1,1,2
95b235c4c9f211ca402b2849b295c6034326a1c0,335633,src/vs/sessions/contrib/sessions/browser/sessions.contribution.ts,modified,11,0,11
cc43774d989234a73006ac1e9ad1c9eb82f0b3f5,335631,src/vs/platform/agentHost/node/shared/artifactServerTools.ts,modified,3,3,6
f4ca427cac316fe4ac69fcb51c8ae925517f1cfc,335631,src/vs/platform/agentHost/node/shared/artifactServerTools.ts,modified,1,1,2
54c830ac7135c0820a440f097abc6a7a4bb2142f,335628,src/vs/platform/agentHost/common/copilotCliConfig.ts,modified,10,0,10
54c830ac7135c0820a440f097abc6a7a4bb2142f,335628,src/vs/platform/agentHost/node/copilot/copilotAgent.ts,modified,20,3,23
54c830ac7135c0820a440f097abc6a7a4bb2142f,335628,src/vs/platform/agentHost/node/copilot/copilotAgentSession.ts,modified,10,6,16
54c830ac7135c0820a440f097abc6a7a4bb2142f,335628,src/vs/platform/agentHost/node/copilot/copilotAgentStartupConfig.ts,modified,1,0,1
54c830ac7135c0820a440f097abc6a7a4bb2142f,335628,src/vs/platform/agentHost/node/copilot/copilotCliEnvironment.ts,modified,3,1,4
54c830ac7135c0820a440f097abc6a7a4bb2142f,335628,src/vs/platform/agentHost/node/copilot/copilotSessionLauncher.ts,modified,2,0,2
54c830ac7135c0820a440f097abc6a7a4bb2142f,335628,src/vs/platform/agentHost/test/node/copilotAgent.test.ts,modified,108,1,109
54c830ac7135c0820a440f097abc6a7a4bb2142f,335628,src/vs/platform/agentHost/test/node/copilotAgentSession.test.ts,modified,22,0,22
54c830ac7135c0820a440f097abc6a7a4bb2142f,335628,src/vs/platform/agentHost/test/node/copilotAgentStartupConfig.test.ts,modified,4,4,8
54c830ac7135c0820a440f097abc6a7a4bb2142f,335628,src/vs/platform/agentHost/test/node/copilotSessionLauncher.test.ts,modified,22,2,24
54c830ac7135c0820a440f097abc6a7a4bb2142f,335628,src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostCopilotCliSettingsContribution.ts,modified,6,1,7
54c830ac7135c0820a440f097abc6a7a4bb2142f,335628,src/vs/workbench/contrib/chat/browser/chat.shared.contribution.ts,modified,8,1,9
54c830ac7135c0820a440f097abc6a7a4bb2142f,335628,src/vs/workbench/contrib/chat/test/browser/agentSessions/agentHostCopilotCliSettingsContribution.test.ts,modified,6,2,8
062689828c0ac6c3a007ab9467886bb49611ea83,335628,src/vs/platform/agentHost/common/copilotCliConfig.ts,modified,1,1,2
062689828c0ac6c3a007ab9467886bb49611ea83,335628,src/vs/workbench/contrib/chat/browser/chat.shared.contribution.ts,modified,1,1,2
c79ffa69de7746b1132fe5238f1f037f3962e645,335628,src/vs/workbench/contrib/chat/browser/chat.shared.contribution.ts,modified,1,0,1
1eafa105a3de0d55c6a61e096adfa9931f23d3b7,335628,src/vs/workbench/contrib/chat/browser/chat.shared.contribution.ts,modified,1,1,2
4749472047fffef5565d0cf621c559bf1955bd5d,335628,src/vs/platform/agentHost/test/node/copilotAgent.test.ts,modified,1,0,1
4749472047fffef5565d0cf621c559bf1955bd5d,335628,src/vs/platform/agentHost/test/node/copilotSessionLauncher.test.ts,modified,3,4,7
2ca7d6d844ed3d718a4673d16d9ee6bd42f82840,335625,src/vs/platform/terminal/common/terminal.ts,modified,1,0,1
2ca7d6d844ed3d718a4673d16d9ee6bd42f82840,335625,src/vs/workbench/contrib/terminal/browser/xterm/terminalFontRendering.css,added,11,0,11
2ca7d6d844ed3d718a4673d16d9ee6bd42f82840,335625,src/vs/workbench/contrib/terminal/browser/xterm/terminalFontRendering.ts,added,29,0,29
2ca7d6d844ed3d718a4673d16d9ee6bd42f82840,335625,src/vs/workbench/contrib/terminal/browser/xterm/xtermTerminal.ts,modified,4,0,4
2ca7d6d844ed3d718a4673d16d9ee6bd42f82840,335625,src/vs/workbench/contrib/terminal/common/terminal.ts,modified,1,0,1
2ca7d6d844ed3d718a4673d16d9ee6bd42f82840,335625,src/vs/workbench/contrib/terminal/common/terminalConfiguration.ts,modified,11,0,11
2ca7d6d844ed3d718a4673d16d9ee6bd42f82840,335625,src/vs/workbench/contrib/terminal/test/browser/xterm/xtermTerminal.test.ts,modified,83,0,83
2ca7d6d844ed3d718a4673d16d9ee6bd42f82840,335625,src/vs/workbench/contrib/terminalContrib/stickyScroll/browser/terminalStickyScrollOverlay.ts,modified,3,0,3
2e1002063459f33837f90d6e4b3489e99255b899,335620,src/vs/sessions/contrib/terminal/browser/sessionsTerminalContribution.ts,modified,33,1,34
2e1002063459f33837f90d6e4b3489e99255b899,335620,src/vs/sessions/contrib/terminal/test/browser/sessionsTerminalContribution.test.ts,modified,129,1,130
2e1002063459f33837f90d6e4b3489e99255b899,335620,src/vs/workbench/contrib/terminal/browser/terminal.ts,modified,1,1,2
2e1002063459f33837f90d6e4b3489e99255b899,335620,src/vs/workbench/contrib/terminal/browser/terminalService.ts,modified,8,1,9
710dd9860b2cb11d3b7f1fc436f3010e997ae4fd,335618,extensions/markdown-language-features/src/preview/documentRenderer.ts,modified,12,1,13
0aa93ee7ebb75e512be9b08811fc1ba9adb25e8b,335618,extensions/markdown-language-features/src/preview/documentRenderer.ts,modified,1,1,2
dac5d24dc20066af8a0bc7fb694f86c079bfcc09,335615,src/vs/workbench/browser/parts/editor/editorGroupView.ts,modified,5,0,5
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/AGENTS.md,modified,20,0,20
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/browser/agentHostSandboxToggle.ts,added,59,0,59
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/common/agentHostSchema.ts,modified,8,1,9
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/common/agentService.ts,modified,3,5,8
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/common/meta/agentToolCallMeta.ts,modified,2,0,2
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/common/sessionConfigKeys.ts,modified,5,0,5
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/node/agentConfigurationService.ts,modified,26,0,26
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/node/copilot/agentHostSandboxEngine.ts,modified,10,2,12
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/node/copilot/copilotAgentSession.ts,modified,27,9,36
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/node/copilot/copilotSandboxPolicy.ts,added,19,0,19
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/node/copilot/copilotSessionLauncher.ts,modified,35,9,44
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/node/copilot/copilotShellTools.ts,modified,1,2,3
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/node/sessionPermissions.ts,modified,15,4,19
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/node/sessionSandbox.ts,added,38,0,38
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/test/browser/agentHostSandboxToggle.test.ts,added,148,0,148
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/test/common/agentMetaReaders.test.ts,modified,7,0,7
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/test/node/agentHostChangesetOperationService.test.ts,modified,2,0,2
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/test/node/chatContributions.test.ts,modified,15,0,15
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/test/node/copilotAgent.test.ts,modified,44,3,47
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/test/node/copilotAgentSession.test.ts,modified,23,6,29
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/test/node/copilotSessionLauncher.test.ts,modified,145,15,160
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/test/node/copilotShellTools.test.ts,modified,36,4,40
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/test/node/sessionSandbox.test.ts,added,237,0,237
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/platform/agentHost/test/node/shared/editArcReporter.test.ts,modified,2,0,2
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/sessions/contrib/providers/agentHost/browser/agentHostPermissionPickerDelegate.ts,modified,25,1,26
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/sessions/contrib/providers/agentHost/browser/agentHostSessionConfigPicker.ts,modified,3,0,3
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/sessions/contrib/providers/agentHost/browser/baseAgentHostSessionsProvider.ts,modified,3,1,4
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/sessions/contrib/providers/agentHost/test/browser/agentHost/agentHostPermissionPickerDelegate.test.ts,modified,66,2,68
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/sessions/contrib/providers/agentHost/test/browser/agentHost/agentHostSessionConfigPicker.test.ts,modified,23,0,23
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/sessions/contrib/providers/agentHost/test/browser/localAgentHostSessionsProvider.test.ts,modified,8,2,10
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/sessions/contrib/providers/copilotChatSessions/browser/permissionPicker.ts,modified,34,46,80
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/sessions/contrib/providers/copilotChatSessions/test/browser/permissionPicker.test.ts,modified,18,5,23
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostChatInputPicker.ts,modified,69,53,122
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/workbench/contrib/chat/test/browser/agentSessions/agentHostChatInputPicker.test.ts,modified,46,22,68
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/workbench/contrib/terminalContrib/chatAgentTools/browser/agentHostSandboxForwarder.ts,modified,1,23,24
97031bdb15f84c15721a8119843dec2d72ee208b,335613,src/vs/workbench/contrib/terminalContrib/chatAgentTools/test/browser/agentHostSandboxForwarder.test.ts,modified,35,9,44
229facda6b80e0c6415a97dccb1455749b03e519,335613,.agents/skills/launch/SKILL.md,modified,6,21,27
229facda6b80e0c6415a97dccb1455749b03e519,335613,.agents/skills/update-codex-sdk/SKILL.md,removed,0,88,88
229facda6b80e0c6415a97dccb1455749b03e519,335613,.agents/skills/update-codex-sdk/agents/openai.yaml,removed,0,4,4
229facda6b80e0c6415a97dccb1455749b03e519,335613,.agents/skills/update-codex-sdk/scripts/latest-private-version.ts,removed,0,186,186
229facda6b80e0c6415a97dccb1455749b03e519,335613,.eslint-plugin-local/code-no-untyped-meta-access.ts,modified,8,10,18
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/CODENOTIFY,modified,47,0,47
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/instructions/agentHostTesting.instructions.md,modified,5,4,9
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/instructions/design-philosophy.instructions.md,modified,5,16,21
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/instructions/design-tokens.instructions.md,modified,23,75,98
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/instructions/learnings.instructions.md,modified,1,2,3
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/instructions/tree-widgets.instructions.md,modified,1,3,4
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/accessibility/SKILL.md,modified,2,4,6
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/agent-host-chat-contributions/SKILL.md,modified,61,184,245
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/agent-host-e2e-tests/SKILL.md,modified,1,2,3
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/auto-perf-optimize/scratchpad/README.md,modified,8,22,30
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/chat-perf/SKILL.md,modified,2,4,6
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/customizations-in-the-agent-host/SKILL.md,modified,31,90,121
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/design-philosophy/SKILL.md,modified,75,225,300
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/flaky-smoke-tests/SKILL.md,modified,33,101,134
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/integration-tests/SKILL.md,modified,1,2,3
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/otel/SKILL.md,modified,141,214,355
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/policy-and-managed-settings/SKILL.md,modified,7,19,26
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/policy-and-managed-settings/extension-policy.md,modified,6,13,19
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/policy-and-managed-settings/github-managed-settings.md,modified,57,243,300
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/policy-and-managed-settings/legacy-permission-policy.md,modified,6,16,22
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/policy-and-managed-settings/local-testing.md,modified,12,50,62
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/policy-and-managed-settings/mixed-policy.md,modified,1,2,3
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/policy-and-managed-settings/sdk-runtime-policy.md,modified,16,35,51
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/policy-and-managed-settings/vscode-policy.md,modified,13,32,45
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/sweeper-fix/SKILL.md,modified,26,73,99
229facda6b80e0c6415a97dccb1455749b03e519,335613,.github/skills/update-screenshots/SKILL.md,modified,12,34,46
